author;date;title;url;views;game;game_type
Lynx;2023-04-19 15:54:00;SECOND FRONT;https://www.mundusbellicus.fr/623586-second-front;340;SECOND FRONT;
Ancient Egypt Fan;2023-04-18 23:35:00;El Dorado: The Golden City Builder - Nouveau Carnet de Développement #3;https://www.mundusbellicus.fr/623581-el-dorado-the-golden-city-builder-nouveau-carnet-de-developpement-3;141;El Dorado: The Golden City Builder;Gestion
Mouchi;2023-04-16 14:06:00;Crusader Kings 3 : A Game of Thrones (Le Trône de Fer);https://www.mundusbellicus.fr/623543-crusader-kings-3-a-game-of-thrones-le-trone-de-fer;4150;Crusader Kings 3;Grande Stratégie
Mouchi;2023-04-16 07:50:00;Crusader Kings 3 : Chapitre II;https://www.mundusbellicus.fr/623544-crusader-kings-3-chapitre-ii;1098;Crusader Kings 3;Grande Stratégie
Ancient Egypt Fan;2023-04-15 12:48:00;Celestial Empire - Carnet de Développement N°18;https://www.mundusbellicus.fr/623536-celestial-empire-carnet-de-developpement-n18;81;Celestial Empire;Gestion
Limse;2023-04-14 16:18:00;Victoria 3 - Carnet LXXX : Refonte des lois et des révolutions;https://www.mundusbellicus.fr/623528-victoria-3-carnet-lxxx-refonte-des-lois-et-des-revolutions;351;Victoria 3;Grande Stratégie
Krissotep;2023-04-13 19:06:00;"Stellaris, carnet des développeurs n°294 : Patch Note du mode de coopération de la version 3.8 ""Gemini"" Beta";https://www.mundusbellicus.fr/623520-stellaris-carnet-des-developpeurs-294-patch-note-du-mode-de-cooperation-de-la-version-3-8-gemini-beta;291;Stellaris;Grande Stratégie
Ancient Egypt Fan;2023-04-12 22:59:00;Builders of Egypt - Carnet de Développement #44;https://www.mundusbellicus.fr/623515-builders-of-egypt-carnet-de-developpement-44;92;Builders of Egypt;Gestion
AcidePrussique;2023-04-11 14:59:00;Europa Universalis IV - Version 1.35 Ottomans - Notes de mise à jour;https://www.mundusbellicus.fr/623508-europa-universalis-iv-version-1-35-ottomans-notes-de-mise-a-jour;1417;Europa Universalis IV;Grande Stratégie
Krissotep;2023-04-06 17:20:00;Stellaris, carnet des développeurs n°293 : Présentation du mode de Coopération;https://www.mundusbellicus.fr/623473-stellaris-carnet-des-développeurs-293-presentation-du-mode-de-cooperation;888;Stellaris;Grande Stratégie
AcidePrussique;2023-04-04 17:16:00;Europa Universalis IV - Carnet de développement du 4 Avril 2023;https://www.mundusbellicus.fr/623455-europa-universalis-iv-carnet-de-developpement-du-4-avril-2023;688;Europa Universalis IV;Grande Stratégie
Limse;2023-04-03 14:54:00;Victoria 3 - Carnet LXXIX : Après le patch 1.2.;https://www.mundusbellicus.fr/623449-victoria-3-carnet-lxxix-apres-le-patch-1-2;416;Victoria 3;Grande Stratégie
Krissotep;2023-03-30 18:18:00;Stellaris, carnet des développeurs n°292 : Patch 3.7.4 disponible, et concepts;https://www.mundusbellicus.fr/623440-stellaris-carnet-des-developpeurs-292-patch-3-7-4-disponible-et-concepts;334;Stellaris;Grande Stratégie
AcidePrussique;2023-03-28 15:29:00;Europa Universalis IV - Carnet de développement du 28 Mars 2023;https://www.mundusbellicus.fr/623427-europa-universalis-iv-carnet-de-developpement-du-28-mars-2023;706;Europa Universalis IV;Grande Stratégie
Lynx;2023-03-27 17:10:00;COMMAND MODERN OPERATIONS, l'art de la planification.;https://www.mundusbellicus.fr/623414-command-modern-operations-l-art-de-la-planification;793;COMMAND MODERN OPERATIONS;Grande Stratégie
Foeurdr;2023-03-24 18:37:00;Présentation de The Great War Western Front;https://www.mundusbellicus.fr/623395-présentation-de-the-great-war-western-front;569;The Great War Western Front;STR
Krissotep;2023-03-23 18:31:00;Stellaris, carnet des développeurs n°291 : First Contact est sorti, quelle sera la prochaine étape?;https://www.mundusbellicus.fr/623382-stellaris-carnet-des-developpeurs-291-first-contact-est-sorti-quelle-sera-la-prochaine-etape;265;Stellaris;Grande Stratégie
AcidePrussique;2023-03-21 17:20:00;Europa Universalis IV - Carnet de développement du 21 Mars 2023;https://www.mundusbellicus.fr/623357-europa-universalis-iv-carnet-de-developpement-du-21-mars-2023;718;Europa Universalis IV;Grande Stratégie
Ancient Egypt Fan;2023-03-18 21:15:00;Pharaoh: A New Era - Interview des développeurs mars 2023;https://www.mundusbellicus.fr/623335-pharaoh-a-new-era-interview-des-developpeurs-mars-2023;177;Pharaoh : A New Era;Gestion
Ancient Egypt Fan;2023-03-16 00:42:00;Mars Horizon 2: The Search of Life - Mot de bienvenue;https://www.mundusbellicus.fr/623288-mars-horizon-2-the-search-of-life-mot-de-bienvenue;202;Mars Horizon 2;Gestion
AcidePrussique;2023-03-14 19:41:00;Europa Universalis IV - Carnet de développement du 14 Mars 2023;https://www.mundusbellicus.fr/623259-europa-universalis-iv-carnet-de-developpement-du-14-mars-2023;965;Europa Universalis IV;Grande Stratégie
CptSparke;2023-03-11 15:55:00;JDS 44 - Le Journal des Stratèges - Actu jeu vidéo : janvier 2023;https://www.mundusbellicus.fr/623239-jds-44-le-journal-des-stratèges-actu-jeu-vidéo-janvier-2023;159;Diarium Strategorum;
Limse;2023-03-10 21:03:00;Victoria 3 - Carnet LXXVIII : Patch 1.2 - Une synthèse;https://www.mundusbellicus.fr/623229-victoria-3-carnet-lxxviii-patch-1-2-une-synthese;513;Victoria 3;Grande Stratégie
Lynx;2023-03-10 17:28:00;BLOODBOWL 3 , la pré-saison est lancée !;https://www.mundusbellicus.fr/623228-bloodbowl-3-la-pré-saison-est-lancée;336;BLOODBOWL 3;
Ancient Egypt Fan;2023-03-10 15:12:00;Celestial Empire - Carnet de Développement N°17;https://www.mundusbellicus.fr/623227-celestial-empire-carnet-de-developpement-n17;63;Celestial Empire;Gestion
Ancient Egypt Fan;2023-03-10 01:13:00;Chinese Empire - Carnet de Développement N°6;https://www.mundusbellicus.fr/623226-chinese-empire-carnet-de-developpement-n6;104;Chinese Empire;Gestion
Ancient Egypt Fan;2023-03-10 00:51:00;Laysara: Summit Kingdom -  Mise à jour du calendrier de développement et des plans;https://www.mundusbellicus.fr/623225-laysara-summit-kingdom-mise-a-jour-du-calendrier-de-developpement-et-des-plans;114;Laysara;Gestion
Krissotep;2023-03-09 19:58:00;Stellaris, carnet des développeurs n°290 : Nous avons un Contact (3.7.2 'Canis Minor' Patch Notes);https://www.mundusbellicus.fr/623224-stellaris-carnet-des-developpeurs-290-nous-avons-un-contact-3-7-2-canis-minor-patch-notes;396;Stellaris;Grande Stratégie
Foeurdr;2023-03-09 07:19:00;Battle Cry of Freedom 2.0;https://www.mundusbellicus.fr/623216-battle-cry-of-freedom-2-0;153;Battle Cry of Freedom;
Foeurdr;2023-03-07 22:14:00;Steelborn;https://www.mundusbellicus.fr/623203-steelborn;148;Steelborn;
AcidePrussique;2023-03-07 19:26:00;Europa Universalis IV - Carnet de développement du 7 Mars 2023;https://www.mundusbellicus.fr/623196-europa-universalis-iv-carnet-de-developpement-du-7-mars-2023;826;Europa Universalis IV;Grande Stratégie
Limse;2023-03-05 16:17:00;Victoria 3 - Carnet LXXVII : Patch 1.2 - Améliorations militaires;https://www.mundusbellicus.fr/623173-victoria-3-carnet-lxxvii-patch-1-2-ameliorations-militaires;493;Victoria 3;Grande Stratégie
Krissotep;2023-03-02 19:38:00;Stellaris, carnet des développeurs n°289 : Partie de cache-cache - First Contact;https://www.mundusbellicus.fr/623156-stellaris-carnet-des-developpeurs-n_289-partie-de-cache-cache-first-contact;312;Stellaris;Grande Stratégie
Ancient Egypt Fan;2023-03-02 00:35:00;El Dorado: The Golden City Builder - Le système de construction;https://www.mundusbellicus.fr/623150-el-dorado-the-golden-city-builder-le-systeme-de-construction;144;El Dorado: The Golden City Builder;Gestion
AcidePrussique;2023-02-28 21:11:00;Europa Universalis IV - Carnet de développement du 28 Février 2023;https://www.mundusbellicus.fr/623140-europa-universalis-iv-carnet-de-developpement-du-28-fevrier-2023;1063;Europa Universalis IV;Grande Stratégie
Ancient Egypt Fan;2023-02-25 15:52:00;Pharaoh: A New Era - Interview des développeurs février 2023;https://www.mundusbellicus.fr/623112-pharaoh-a-new-era-interview-des-développeurs-février-2023;166;Pharaoh : A New Era;Gestion
Ancient Egypt Fan;2023-02-25 01:53:00;Viking City Builder - Carnet de Développement #20;https://www.mundusbellicus.fr/623107-viking-city-builder-carnet-de-développement-20;70;Viking City Builder;Gestion
Ancient Egypt Fan;2023-02-25 01:01:00;Feudal Baron: King's Land - Carnet de développement #1;https://www.mundusbellicus.fr/623105-feudal-baron-king-s-land-carnet-de-developpement-1;252;Feudal Baron;Gestion
Krissotep;2023-02-23 20:51:00;"Stellaris, carnet des développeurs n°288 : ""Retour de Bâton"" et Technologies des pré-FTL - First Contact";https://www.mundusbellicus.fr/623100-stellaris-carnet-des-développeurs-n°288-retour-de-baton-et-technologies-des-pre-ftl-first-contact;270;Stellaris;Grande Stratégie
AcidePrussique;2023-02-21 19:20:00;Europa Universalis IV - Carnet de développement du 21 Février 2023;https://www.mundusbellicus.fr/623082-europa-universalis-iv-carnet-de-developpement-du-21-fevrier-2023;1019;Europa Universalis IV;Grande Stratégie
Ancient Egypt Fan;2023-02-17 15:26:00;Pharaoh: A New Era - Test du jeu;https://www.mundusbellicus.fr/623048-pharaoh-a-new-era-test-du-jeu;549;Pharaoh : A New Era;Gestion
