title;url;author;date;views;game;game_type
Le mod The Great Conflicts pour Medieval II : Total War est disponible en v0.98 !;https://www.mundusbellicus.fr/599242-le-mod-the-great-conflicts-pour-medieval-ii-total-war-est-disponible-en-v0-98;ALG;2021-03-17 17:27:00;170;Medieval II : Total War;Total War
Mod Rise of Three Kingdoms pour Medieval II : Total War - Sortie version 4.6;https://www.mundusbellicus.fr/599238-mod-rise-of-three-kingdoms-pour-medieval-ii-total-war-sortie-version-4-6;ALG;2021-03-17 15:33:00;85;Medieval II : Total War;Total War
Le DLC Total War : Three Kingdoms - Fates Divided et le patch 1.7.0 sont disponibles depuis le 11 mars;https://www.mundusbellicus.fr/599206-le-dlc-total-war-three-kingdoms-fates-divided-et-le-patch-1-7-0-sont-disponibles-depuis-le-11-mars;ALG;2021-03-16 04:31:00;284;Total War : Three Kingdoms;Total War
Paradox annonce Stellaris : Nemesis.;https://www.mundusbellicus.fr/599198-paradox-annonce-stellaris-nemesis;Vilcoyote;2021-03-16 02:20:00;570;Stellaris;Grande Stratégie
Le mod Total War : Rise of Mordor passe en v0.4.0 !;https://www.mundusbellicus.fr/599188-mod-total-war-rise-of-mordor-sortie-de-la-v0-4-0;ALG;2021-03-16 01:33:00;800;;
TOTAL WAR : WARHAMMER II - Annonce du Seigneur des Bêtes Rakarth;https://www.mundusbellicus.fr/599146-total-war-warhammer-ii-annonce-du-seigneur-des-betes-rakarth;Lord Perhaps On The Roof;2021-03-14 21:18:00;1829;;
Crusader Kings 3 : C'est l'heure du Duel;https://www.mundusbellicus.fr/599105-crusader-kings-3-c-est-l-heure-du-duel;Mouchi;2021-03-12 22:15:00;845;Crusader Kings 3;Grande Stratégie
Chernobyl Liquidators Simulator - Carnet de Développement #31;https://www.mundusbellicus.fr/599099-chernobyl-liquidators-simulator-carnet-de-developpement-31;Ancient Egypt Fan;2021-03-12 19:30:00;102;Chernobyl Liquidators Simulator;Gestion
Stellaris, carnet des développeurs n°202 et 203 : Les vaisseaux de Nemesis, visuels et effets spéciaux.;https://www.mundusbellicus.fr/599071-stellaris-carnet-des-developpeurs-n-202-et-203-les-vaisseaux-de-nemesis-visuels-et-effets-speciaux;Vilcoyote;2021-03-11 02:29:00;860;Stellaris;Grande Stratégie
Sumerians - Mise à Jour 10 Mars 2021;https://www.mundusbellicus.fr/599063-sumerians-mise-a-jour-10-mars-2021;Ancient Egypt Fan;2021-03-10 19:40:00;147;Sumerians;Gestion
Europa Universalis IV - Carnet de développement du 9 Mars 2021;https://www.mundusbellicus.fr/599043-europa-universalis-iv-carnet-de-developpement-du-9-mars-2021;AcidePrussique;2021-03-09 14:29:00;1290;Europa Universalis IV;Grande Stratégie
Nebuchadnezzar - Prochaine Mise à Jour;https://www.mundusbellicus.fr/599015-nebuchadnezzar-prochaine-mise-a-jour;Ancient Egypt Fan;2021-03-08 17:53:00;159;Nebuchadnezzar;Gestion
Chernobyl Liquidators Simulator - Carnet de Développement #30;https://www.mundusbellicus.fr/599004-chernobyl-liquidators-simulator-carnet-de-developpement-30;Ancient Egypt Fan;2021-03-08 02:33:00;147;Chernobyl Liquidators Simulator;Gestion
Sortie du mod Dei Agminum pour Medieval II : Total War;https://www.mundusbellicus.fr/598997-sortie-du-mod-dei-agminum-pour-medieval-ii-total-war;ALG;2021-03-08 00:51:00;271;Medieval II : Total War;Total War
Diarium Strategorum - 21ème édition - Le Journal des Stratèges : février 2021;https://www.mundusbellicus.fr/598927-diarium-strategorum-journal-des-strateges-edition-21-fevrier-2021;CptSparke;2021-03-05 23:41:00;317;Diarium Strategorum;
Fields of History: The Great War - Batailles Navales;https://www.mundusbellicus.fr/598917-fields-of-history-the-great-war-batailles-navales;Mouchi;2021-03-05 18:53:00;207;Fields of History: The Great War;Grande Stratégie
Sortie d'une bêta du mod Sengoku : Total War pour Medieval II !;https://www.mundusbellicus.fr/598911-sortie-beta-du-mod-sengoku-total-war-pour-medieval-ii-total-war;ALG;2021-03-05 16:36:00;215;;
Découvrez le patch francophone et jouez à Mount & Blade II : Bannerlord dans la langue de Molière;https://www.mundusbellicus.fr/598848-decouvrez-le-patch-francophone-et-jouez-a-mount-and-blade-ii-bannerlord-dans-la-langue-de-moliere;ALG;2021-03-04 01:03:00;3954;Mount & Blade II : Bannerlord;RPG
Crusader Kings 3 : Poésie à mes Oreilles;https://www.mundusbellicus.fr/598817-crusader-kings-3-poesie-a-mes-oreilles;Mouchi;2021-03-03 11:09:00;565;Crusader Kings 3;Grande Stratégie
Mod Shokuho - Carnet mensuel : février 2021;https://www.mundusbellicus.fr/598772-mod-shokuho-mount-and-blade-2-bannerlord-carnet-mensuel-fevrier-2021;ALG;2021-03-02 15:14:00;339;;
Mod The Old World - Carnet mensuel : février 2021;https://www.mundusbellicus.fr/598770-mod-the-old-world-mount-and-blade-2-bannerlord-carnet-fevrier-2021;ALG;2021-03-02 14:40:00;556;;
Europa Universalis IV - Carnet de développement du 2 Mars 2021;https://www.mundusbellicus.fr/598766-europa-universalis-iv-carnet-de-developpement-du-2-mars-2021;AcidePrussique;2021-03-02 13:28:00;908;Europa Universalis IV;Grande Stratégie
Stellaris, carnet des développeurs n°201 : Un Empire pour la Galaxie.;https://www.mundusbellicus.fr/598756-stellaris-carnet-des-développeurs-n-201-un-empire-pour-la-galaxie;Vilcoyote;2021-03-02 02:41:00;1057;Stellaris;Grande Stratégie
The Elder Scrolls : Total War - Aperçu et date de sortie de la v2.0.2 « The King & The Crusader »;https://www.mundusbellicus.fr/598747-mod-the-elder-scrolls-total-war-apercu-date-sortie-version-2-0-2-the-king-and-the-crusader;ALG;2021-03-02 00:20:00;302;;
Humankind - L'Art de la Guerre;https://www.mundusbellicus.fr/598681-humankind-l-art-de-la-guerre;Mouchi;2021-02-27 11:20:00;561;Humankind;4X
Mount & Blade II : Bannerlord - Mise à jour du développement n°7;https://www.mundusbellicus.fr/598664-mount-and-blade-ii-bannerlord-mise-a-jour-du-developpement-n-7;ALG;2021-02-27 04:35:00;3072;Mount & Blade II : Bannerlord;RPG
Pharaoh : A New Era - Découvrez nos atouts redessinés - Partie 3;https://www.mundusbellicus.fr/598636-pharaoh-a-new-era-decouvrez-nos-atouts-remanies-partie-3;Ancient Egypt Fan;2021-02-26 19:54:00;308;Pharaoh : A New Era;Gestion
Chernobyl Liquidators Simulator - Carnet de Développement #29;https://www.mundusbellicus.fr/598641-chernobyl-liquidators-simulator-carnet-de-developpement-29;Ancient Egypt Fan;2021-02-26 16:15:00;131;Chernobyl Liquidators Simulator;Gestion
Total War : Three Kingdoms - DLC « Fates Divided » annoncé !;https://www.mundusbellicus.fr/598625-total-war-three-kingdoms-dlc-fates-divided-annonce;ALG;2021-02-26 09:10:00;518;Total War : Three Kingdoms;Total War
Crusader Kings 3 : Une Étreinte froide;https://www.mundusbellicus.fr/598616-crusader-kings-3-une-etreinte-froide;Mouchi;2021-02-25 21:24:00;584;Crusader Kings 3;Grande Stratégie
Survivez à une invasion de zombies durant l'Antiquité avec le mod Rome : Total War - Zombie Mod !;https://www.mundusbellicus.fr/598528-survivez-a-une-invasion-de-zombie-durant-l-antiquite-avec-le-mod-rome-total-war-zombie-mod;ALG;2021-02-23 15:15:00;427;Rome : Total War;Total War
Europa Universalis IV - Carnet de développement du 23 Février 2021;https://www.mundusbellicus.fr/598520-europa-universalis-iv-carnet-de-developpement-du-23-fevrier-2021;AcidePrussique;2021-02-23 02:35:00;1086;Europa Universalis IV;Grande Stratégie
Stellaris, carnet des développeurs n°200 : Le Custode.;https://www.mundusbellicus.fr/598509-stellaris-carnet-des-developpeurs-n-200-le-custode;Vilcoyote;2021-02-23 02:00:00;1002;Stellaris;Grande Stratégie
Découvrez Valar Morghulis : Total War, un mod Game of Thrones pour Rome : Total War;https://www.mundusbellicus.fr/598508-decouvrez-valar-morghulis-total-war-mod-game-of-thrones-rome-total-war;ALG;2021-02-23 01:06:00;239;Rome : Total War;Total War
Sortie de The Last Airbender pour Rome : Total War, un mod dans l'univers d'Avatar, le Dernier Maître de l'Air;https://www.mundusbellicus.fr/598497-sortie-the-last-airbender-total-war-rome-mod-dans-univers-avatar-dernier-maitre-de-air;ALG;2021-02-22 19:33:00;254;Rome : Total War;Total War
0 A.D. sortie de l'Alpha 24 : Xšayāršā;https://www.mundusbellicus.fr/598473-0-a-d-sortie-de-l-alpha-24-xsayarsa;Foeurdr;2021-02-21 19:21:00;324;;
Nebuchadnezzar - Merci;https://www.mundusbellicus.fr/598412-nebuchadnezzar-merci;Ancient Egypt Fan;2021-02-19 22:52:00;216;Nebuchadnezzar;Gestion
Humankind - Plan des outils de modding;https://www.mundusbellicus.fr/598404-humankind-plan-des-outils-de-modding;Mouchi;2021-02-19 21:04:00;306;Humankind;4X
Supermarket Manager - Carnet de Développement N°7;https://www.mundusbellicus.fr/598390-supermarket-manager-carnet-de-developpement-n7;Ancient Egypt Fan;2021-02-19 13:41:00;101;Supermarket Manager;Gestion
Chernobyl Liquidators Simulator - Carnet de Développement #28;https://www.mundusbellicus.fr/598389-chernobyl-liquidators-simulator-carnet-de-developpement-28;Ancient Egypt Fan;2021-02-19 13:00:00;121;Chernobyl Liquidators Simulator;Gestion
Découvrez le mod In the Name of Jerusalem, les Croisades dans Mount & Blade : Warband;https://www.mundusbellicus.fr/598357-decouvrez-le-mod-in-the-name-of-jerusalem-les-croisades-dans-mount-and-blade-warband;ALG;2021-02-18 17:59:00;224;;
Sortie du mod Tsardoms : Total War v1.4 pour Medieval II : Total War;https://www.mundusbellicus.fr/598340-sortie-du-mod-tsardoms-total-war-v1-4-pour-medieval-ii-total-war;ALG;2021-02-18 01:31:00;209;Medieval II : Total War;Total War
Total War : Medieval serait-il le prochain Total War historique ?;https://www.mundusbellicus.fr/598336-total-war-medieval-serait-il-prochain-total-war-historique;ALG;2021-02-17 23:56:00;3098;;
Nebuchadnezzar - Sortie Officielle;https://www.mundusbellicus.fr/598322-nebuchadnezzar-sortie-officielle;Ancient Egypt Fan;2021-02-17 16:24:00;134;Nebuchadnezzar;Gestion
Imperator : Rome - Patch 2.0 « Marius »;https://www.mundusbellicus.fr/598313-imperator-rome-patch-2-0-marius;Limse;2021-02-17 10:59:00;1683;Imperator : Rome;Grande Stratégie
Hellish Quart : Sortie de l'accès anticipé;https://www.mundusbellicus.fr/598307-hellish-quart-sortie-de-l-acces-anticipe;Foeurdr;2021-02-16 23:30:00;124;Hellish quart;RPG
Timberborn - Quelle est la prochaine étape pour Timberborn ?;https://www.mundusbellicus.fr/598300-timberborn-quelle-est-la-prochaine-etape-pour-timberborn;Ancient Egypt Fan;2021-02-16 18:25:00;911;Timberborn;Gestion
Europa Universalis IV - Carnet de développement du 16 Février 2021;https://www.mundusbellicus.fr/598290-europa-universalis-iv-carnet-de-developpement-du-16-fevrier-2021;AcidePrussique;2021-02-16 15:17:00;739;Europa Universalis IV;Grande Stratégie
Découvrez le mod The Last Days of the Third Age pour Mount & Blade : Warband;https://www.mundusbellicus.fr/598289-mod-the-last-days-of-the-third-age-mount-and-blade-warband;ALG;2021-02-16 15:09:00;299;;
Builders of China - Nouvel An Chinois;https://www.mundusbellicus.fr/598187-builders-of-china-nouvel-an-chinois;Ancient Egypt Fan;2021-02-12 21:54:00;168;Builders of China;Gestion
Pharaoh : A New Era - Ask Anything to Chris Beatrice - Réponses Partie 2;https://www.mundusbellicus.fr/598185-pharaoh-a-new-era-ask-anything-to-chris-beatrice-reponses-partie-2;Ancient Egypt Fan;2021-02-12 21:23:00;118;Pharaoh : A New Era;Gestion
Pharaoh : A New Era - Ask Anything to Chris Beatrice - Réponses Partie 1;https://www.mundusbellicus.fr/598184-pharaoh-a-new-era-ask-anything-to-chris-beatrice-reponses-partie-1;Ancient Egypt Fan;2021-02-12 21:00:00;125;Pharaoh : A New Era;Gestion
Viking City Builder - Carnet de Développement #1;https://www.mundusbellicus.fr/598152-viking-city-builder-carnet-de-developpement-1;Ancient Egypt Fan;2021-02-11 12:34:00;328;Viking City Builder;Gestion
Europa Universalis IV - Annonce du DLC Leviathan;https://www.mundusbellicus.fr/598106-europa-universalis-iv-annonce-du-dlc-leviathan;AcidePrussique;2021-02-09 18:56:00;2327;Europa Universalis IV;Grande Stratégie
Stadium Renovator - Carnet de Développement #6;https://www.mundusbellicus.fr/598090-stadium-renovator-carnet-de-developpement-6;Ancient Egypt Fan;2021-02-09 14:36:00;119;Stadium Renovator;Gestion
Europa Universalis IV - Carnet de développement du 9 Février 2021;https://www.mundusbellicus.fr/598088-europa-universalis-iv-carnet-de-developpement-du-9-fevrier-2021;AcidePrussique;2021-02-09 14:15:00;939;Europa Universalis IV;Grande Stratégie
Builders of Egypt - Mise à jour 0.3560C;https://www.mundusbellicus.fr/598077-builders-of-egypt-mise-a-jour-0-3560c;Ancient Egypt Fan;2021-02-08 22:25:00;111;Builders of Egypt;Gestion
Sortie de la démo 1.2 de Tomb Raider : The Dagger of Xian, remake Unreal Engine de Tomb Raider II (1997);https://www.mundusbellicus.fr/598065-demo-1-2-tomb-raider-the-dagger-of-xian-remake-unreal-engine-tomb-raider-ii-1997;ALG;2021-02-08 16:44:00;229;;
Découvrez la Trilogie de mods de Hayabusa pour Total War : Shogun 2;https://www.mundusbellicus.fr/598041-mod-hayabusa-total-war-shogun-2-sengoku-taiheiki-tenka-fubu;ALG;2021-02-07 20:46:00;286;;
Total War : WARHAMMER III - Spéculations sur la carte de campagne;https://www.mundusbellicus.fr/598010-total-war-warhammer-iii-speculations-sur-la-carte-de-campagne;Lord Perhaps On The Roof;2021-02-07 15:02:00;1521;Total War : Warhammer II;Total War
Diarium Strategorum - 20ème édition - Le Journal des Stratèges : janvier 2021;https://www.mundusbellicus.fr/597997-diarium-strategorum-edition-20-journal-strateges-janvier-2021;CptSparke;2021-02-07 10:36:00;316;Diarium Strategorum;
Mod Rise of Three Kingdoms - Sortie version 4.5 - Héros;https://www.mundusbellicus.fr/597986-mod-rise-of-three-kingdoms-medieval-2-total-war-sortie-version-4-5-heros;ALG;2021-02-06 23:07:00;180;Total War : Three Kingdoms;Total War
Builders of Egypt - Carnet de Développement #19;https://www.mundusbellicus.fr/597985-builders-of-egypt-carnet-de-developpement-19;Ancient Egypt Fan;2021-02-06 22:40:00;119;Builders of Egypt;Gestion
Découvrez le mod Morning Sun, qui ajoute la Corée et la Chine à Total War : Shogun 2;https://www.mundusbellicus.fr/597956-mod-morning-sun-coree-chine-total-war-shogun-2;ALG;2021-02-06 15:08:00;376;;
Timberborn - Diffusion en ligne #1;https://www.mundusbellicus.fr/597950-timberborn-diffusion-en-ligne-1;Ancient Egypt Fan;2021-02-06 13:27:00;77;Timberborn;Gestion
Stellaris, carnet des développeurs n°199 : Devenir la Crise.;https://www.mundusbellicus.fr/597938-stellaris-carnet-des-developpeurs-n-199-devenir-la-crise;Vilcoyote;2021-02-06 04:06:00;1621;Stellaris;Grande Stratégie
Paradox annonce : Imperator: Rome - Heirs of Alexander et mise à jour 2.0 Marius;https://www.mundusbellicus.fr/597936-paradox-annonce-imperator-rome-heirs-of-alexander-et-mise-a-jour-2-0-marius;Vilcoyote;2021-02-06 03:07:00;675;;
Pharaoh : A New Era - Ask Anything to Chris Beatrice;https://www.mundusbellicus.fr/597914-pharaoh-a-new-era-ask-anything-to-chris-beatrice;Ancient Egypt Fan;2021-02-05 20:05:00;98;Pharaoh : A New Era;Gestion
Rise of Mordor - Carnet de développement : janvier 2021;https://www.mundusbellicus.fr/597900-mod-rise-of-mordor-total-war-attila-carnet-de-janvier-2021;ALG;2021-02-05 15:12:00;2277;;
Ancient Worlds : Egypt - Militaire, Logement d'élite, Désirabilité, Musique;https://www.mundusbellicus.fr/597846-ancient-worlds-egypt-militaire-logement-d-elite-desirabilite-musique;Ancient Egypt Fan;2021-02-04 17:57:00;142;Ancient Worlds : Egypt;Gestion
Total War : Warhammer III - Trailer et premières informations;https://www.mundusbellicus.fr/597830-total-war-warhammer-iii-trailer-et-premieres-informations;Lord Perhaps On The Roof;2021-02-03 23:21:00;1128;Total War : Warhammer II;Total War
Chernobyl Liquidators Simulator - Annonce de la démo et du playtest !;https://www.mundusbellicus.fr/597819-chernobyl-liquidators-simulator-annonce-de-la-demo-et-du-playtest;Ancient Egypt Fan;2021-02-03 19:23:00;267;Chernobyl Liquidators Simulator;Gestion
Builder Simulator - Dev Tutorial Livestream #1;https://www.mundusbellicus.fr/597812-builder-simulator-dev-tutorial-livestream-1;Ancient Egypt Fan;2021-02-03 17:08:00;210;Builder Simulator;Gestion
Troisième et quatrième teasers pour Total War : Warhammer III;https://www.mundusbellicus.fr/597780-troisieme-et-quatrieme-teasers-pour-total-war-warhammer-iii;Lord Perhaps On The Roof;2021-02-02 19:32:00;331;Total War : Warhammer II;Total War
Europa Universalis IV - Carnet de développement du 2 Février 2021;https://www.mundusbellicus.fr/597751-europa-universalis-iv-carnet-de-developpement-du-2-fevrier-2021;AcidePrussique;2021-02-02 12:01:00;703;Europa Universalis IV;Grande Stratégie
Un deuxième teaser pour Total War : Warhammer III;https://www.mundusbellicus.fr/597733-un-deuxieme-teaser-pour-total-war-warhammer-iii;Lord Perhaps On The Roof;2021-02-01 17:56:00;295;Total War : Warhammer II;Total War
Révélation et analyse du teaser pour Total War : Warhammer III;https://www.mundusbellicus.fr/597673-revelation-et-analyse-du-teaser-pour-total-war-warhammer-iii;Lord Perhaps On The Roof;2021-01-29 22:33:00;536;Total War : Warhammer II;Total War
Nebuchadnezzar - Les Jardins Suspendus;https://www.mundusbellicus.fr/597667-nebuchadnezzar-les-jardins-suspendus;Ancient Egypt Fan;2021-01-29 21:00:00;258;Nebuchadnezzar;Gestion
Stellaris, carnet des développeurs n°198 : Opérations en eau troubles.;https://www.mundusbellicus.fr/597642-stellaris-carnet-des-developpeurs-n-198-operations-en-eaux-troubles;Vilcoyote;2021-01-29 17:16:00;545;Stellaris;Grande Stratégie
Stellaris, carnet des développeurs n°197 : Atouts et Opérations.;https://www.mundusbellicus.fr/597638-stellaris-carnet-des-developpeurs-n-197-atouts-et-operations;Vilcoyote;2021-01-28 23:58:00;571;Stellaris;Grande Stratégie
Total War Saga : Troy - Sortie du DLC Ajax & Diomède et du patch 1.5.0;https://www.mundusbellicus.fr/597637-total-war-saga-troy-sortie-du-dlc-ajax-diomede-et-du-patch-1-5-0;Lord Perhaps On The Roof;2021-01-28 22:36:00;294;;
Timberborn - Patch 2021-01-26 & Demo;https://www.mundusbellicus.fr/597522-timberborn-patch-2021-01-26-demo;Ancient Egypt Fan;2021-01-26 17:10:00;294;Timberborn;Gestion
Timberborn - Lancement de la Démo;https://www.mundusbellicus.fr/597523-timberborn-lancement-de-la-demo;Ancient Egypt Fan;2021-01-26 17:05:00;337;Timberborn;Gestion
Europa Universalis IV - Carnet de développement du 26 Janvier 2021;https://www.mundusbellicus.fr/597517-europa-universalis-iv-carnet-de-developpement-du-26-janvier-2021;AcidePrussique;2021-01-26 16:15:00;620;Europa Universalis IV;Grande Stratégie
Découvrez le mod Northern Kingdoms, quand The Witcher s'invite dans Total War : Attila;https://www.mundusbellicus.fr/597389-decouvrez-mod-northern-kingdoms-the-witcher-total-war-attila;ALG;2021-01-23 11:35:00;752;;
Supermarket Manager - Carnet de Développement N°6;https://www.mundusbellicus.fr/597376-supermarket-manager-carnet-de-developpement-n6;Ancient Egypt Fan;2021-01-22 18:21:00;107;Supermarket Manager;Gestion
Builders of China - Carnet de Développement N°6;https://www.mundusbellicus.fr/597374-builders-of-china-carnet-de-developpement-n6;Ancient Egypt Fan;2021-01-22 17:51:00;132;Builders of China;Gestion
Un sous-mod de Rise of Mordor propose une campagne sur une carte de l'Europe;https://www.mundusbellicus.fr/597340-un-sous-mod-de-rise-of-mordor-propose-une-campagne-sur-une-carte-de-l-europe;ALG;2021-01-21 16:14:00;1528;;
Europa Universalis IV - Carnet de développement du 19 Janvier 2021;https://www.mundusbellicus.fr/597277-europa-universalis-iv-carnet-de-developpement-du-19-janvier-2021;AcidePrussique;2021-01-19 11:54:00;1056;Europa Universalis IV;Grande Stratégie
Stellaris, carnet des développeurs n°196 : Confidentiel !;https://www.mundusbellicus.fr/597265-stellaris-carnet-des-developpeurs-n-196-confidentiel;Vilcoyote;2021-01-19 02:11:00;779;Stellaris;Grande Stratégie
Total War : Troy - Annonce du DLC « Ajax & Diomède »;https://www.mundusbellicus.fr/597180-total-war-troy-annonce-dlc-ajax-diomedes;ALG;2021-01-14 20:29:00;675;Troy : Total War;Total War
Builders of Egypt - Mise à jour 0.3510A;https://www.mundusbellicus.fr/597175-builders-of-egypt-mise-a-jour-0-3510a;Ancient Egypt Fan;2021-01-14 18:17:00;175;Builders of Egypt;Gestion
Découvrez le mod Star Wars : Interregnum pour Sins of a Solar Empire;https://www.mundusbellicus.fr/597138-mod-star-wars-interregnum-sins-of-a-solar-empire;ALG;2021-01-13 05:59:00;572;;
Europa Universalis IV - Carnet de développement du 12 Janvier 2021;https://www.mundusbellicus.fr/597129-europa-universalis-iv-carnet-de-developpement-du-12-janvier-2021;AcidePrussique;2021-01-12 18:10:00;867;Europa Universalis IV;Grande Stratégie
Age of Empire 2 DE : Lords of the West bientôt disponible.;https://www.mundusbellicus.fr/597075-age-of-empire-2-de-lords-of-the-west-bientot-disponible;Vilcoyote;2021-01-11 02:58:00;574;;
Sortie du mod Trial of the Seven Kingdoms pour Bannerlord;https://www.mundusbellicus.fr/597050-sortie-du-mod-trial-of-the-seven-kingdoms-mount-and-blade-2-bannerlord;ALG;2021-01-10 07:14:00;2004;;
Nebuchadnezzar - Le Palais Monumental;https://www.mundusbellicus.fr/597019-nebuchadnezzar-le-palais-monumental;Ancient Egypt Fan;2021-01-08 20:26:00;177;Nebuchadnezzar;Gestion
Mod Three Kingdoms - les Trois Royaumes dans Mount and Blade II : Bannerlord;https://www.mundusbellicus.fr/596933-mod-three-kingdoms-les-trois-royaumes-dans-mount-and-blade-ii-bannerlord;ALG;2021-01-06 15:16:00;635;Total War : Three Kingdoms;Total War
Pharaoh : A New Era - Découvrez nos atouts redessinés - Partie 2;https://www.mundusbellicus.fr/596915-pharaoh-a-new-era-decouvrez-nos-atouts-remanies-partie-2;Ancient Egypt Fan;2021-01-05 21:49:00;409;Pharaoh : A New Era;Gestion
Mod Sword and Musket - Révolution, Napoléon et coups de canons dans Mount and Blade II : Bannerlord;https://www.mundusbellicus.fr/596900-mod-sword-and-musket-revolution-napoleon-et-coups-de-canons-dans-mount-and-blade-ii-bannerlord;ALG;2021-01-05 04:20:00;721;;
The Elder Scrolls : Total War - Annonce de The King and the Crusader;https://www.mundusbellicus.fr/596870-the-elder-scrolls-total-war-annonce-de-the-king-and-the-crusader;ALG;2021-01-04 05:03:00;437;;
Stellaris, carnet des développeurs n°192 : Parfaitement équilibrée, comme tout le reste.;https://www.mundusbellicus.fr/596851-stellaris-carnet-des-developpeurs-n-192-parfaitement-equilibree-comme-tout-le-reste;Vilcoyote;2021-01-03 03:14:00;959;Stellaris;Grande Stratégie
