title;url;author;date;views;game;game_type
Carnet de développement HOI4 1.11 Barbarossa : Branches historiques et communes de l’Union Soviétique (4/5);https://www.mundusbellicus.fr/603533-carnet-de-developpement-hoi4-1-11-barbarossa-branches-historiques-et-communes-de-l-union-sovietique-4-5;Sinake;2021-08-30 12:52:00;734;Hearts of Iron IV;Grande Stratégie
Carnet de développement HOI4 1.11 Barbarossa : Branches historiques et communes de l’Union Soviétique (5/5);https://www.mundusbellicus.fr/603735-carnet-de-developpement-hoi4-1-11-barbarossa-branches-historiques-et-communes-de-l-union-sovietique-5-5;Sinake;2021-08-30 12:49:00;434;Hearts of Iron IV;Grande Stratégie
Humankind - La Suite;https://www.mundusbellicus.fr/603720-humankind-la-suite;Mouchi;2021-08-29 13:10:00;466;Humankind;4X
Viking City Builder - Carnet de Développement #4;https://www.mundusbellicus.fr/603718-viking-city-builder-carnet-de-developpement-4;Ancient Egypt Fan;2021-08-29 12:23:00;166;Viking City Builder;Gestion
Builders of China - Carnet de Développement N°13;https://www.mundusbellicus.fr/603694-builders-of-china-carnet-de-developpement-n13;Ancient Egypt Fan;2021-08-27 14:10:00;134;Builders of China;Gestion
Timberborn - Annonce Accès Anticipé;https://www.mundusbellicus.fr/603681-timberborn-annonce-acces-anticipe;Ancient Egypt Fan;2021-08-26 22:58:00;86;Timberborn;Gestion
Pharaoh : A New Era - Annonce Importante;https://www.mundusbellicus.fr/603672-pharaoh-a-new-era-annonce-importante;Ancient Egypt Fan;2021-08-26 14:58:00;236;Pharaoh : A New Era;Gestion
Crusader Kings 3 : Facts sur les Artefacts;https://www.mundusbellicus.fr/603652-crusader-kings-3-facts-sur-les-artefacts;Mouchi;2021-08-25 19:42:00;420;Crusader Kings 3;Grande Stratégie
Europa Universalis IV - Carnet de développement du 24 Août 2021;https://www.mundusbellicus.fr/603639-europa-universalis-iv-carnet-de-developpement-du-24-aout-2021;AcidePrussique;2021-08-24 20:18:00;708;Europa Universalis IV;Grande Stratégie
Timberborn - Nouvelles;https://www.mundusbellicus.fr/603566-timberborn-nouvelles;Ancient Egypt Fan;2021-08-20 19:26:00;145;Timberborn;Gestion
Stellaris, carnet des développeurs n°219 : De nouvelles traditions !;https://www.mundusbellicus.fr/603545-stellaris-carnet-des-developpeurs-n-219-de-nouvelles-traditions;Vilcoyote;2021-08-19 23:27:00;500;Stellaris;Grande Stratégie
Crusader Kings 3 : Jolis Artefacts de la Salle du Trône;https://www.mundusbellicus.fr/603540-crusader-kings-3-jolis-artefacts-de-la-salle-du-trone;Mouchi;2021-08-19 20:26:00;535;Crusader Kings 3;Grande Stratégie
Carnet de développement HOI4 1.11 Barbarossa : Branches historiques et communes de l’Union Soviétique (3/5);https://www.mundusbellicus.fr/603449-carnet-de-developpement-hoi4-1-11-barbarossa-branches-historiques-et-communes-de-l-union-sovietique-3-5;Sinake;2021-08-14 10:29:00;655;Hearts of Iron IV;Grande Stratégie
Humankind - Fin de partie;https://www.mundusbellicus.fr/603475-humankind-fin-de-partie;Mouchi;2021-08-14 10:23:00;1269;Humankind;4X
Carnet de développement HOI4 1.11 Barbarossa : Branches historiques et communes de l’Union Soviétique (2/5);https://www.mundusbellicus.fr/603443-carnet-de-developpement-hoi4-1-11-barbarossa-branches-historiques-et-communes-de-l-union-sovietique-2-5;Sinake;2021-08-12 17:15:00;466;Hearts of Iron IV;Grande Stratégie
0 A.D. sortie de l'Alpha 25 : Yaunā;https://www.mundusbellicus.fr/603427-0-a-d-sortie-de-l-alpha-25-yauna;Foeurdr;2021-08-12 00:03:00;227;;
Patron - Remerciements;https://www.mundusbellicus.fr/603422-patron-remerciements;Ancient Egypt Fan;2021-08-11 21:33:00;101;Patron;Gestion
Sumerians - Patch Mise à Jour;https://www.mundusbellicus.fr/603421-sumerians-patch-mise-a-jour;Ancient Egypt Fan;2021-08-11 21:23:00;69;Sumerians;Gestion
Total War : Troy - Mythos;https://www.mundusbellicus.fr/603419-total-war-troy-mythos;Lord Perhaps On The Roof;2021-08-11 20:39:00;627;Troy : Total War;Total War
Stellaris, carnet des développeurs n°218 : Plantoïdes, de nouvelles options.;https://www.mundusbellicus.fr/603405-stellaris-carnet-des-developpeurs-n-218-plantoides-de-nouvelles-options;Vilcoyote;2021-08-11 00:57:00;412;Stellaris;Grande Stratégie
Crusader Kings 3 : L'inspiration ne meurt jamais;https://www.mundusbellicus.fr/603401-crusader-kings-3-l-inspiration-ne-meurt-jamais;Mouchi;2021-08-10 19:55:00;513;Crusader Kings 3;Grande Stratégie
Patron - Sortie Officielle;https://www.mundusbellicus.fr/603399-patron-sortie-officielle;Ancient Egypt Fan;2021-08-10 19:39:00;75;Patron;Gestion
Carnet de développement HOI4 1.11 Barbarossa : Branches historiques et communes de l’Union Soviétique (1/5);https://www.mundusbellicus.fr/603386-carnet-de-developpement-hoi4-1-11-barbarossa-branches-historiques-et-communes-de-l-union-sovietique-1-5;Sinake;2021-08-10 12:54:00;547;Hearts of Iron IV;Grande Stratégie
Patron - Liste de tous les fuseaux horaires de sortie;https://www.mundusbellicus.fr/603359-patron-liste-de-tous-les-fuseaux-horaires-de-sortie;Ancient Egypt Fan;2021-08-09 16:29:00;56;Patron;Gestion
Age of Empires II - Dawn of the Dukes;https://www.mundusbellicus.fr/603309-age-of-empires-ii-dawn-of-the-dukes;Foeurdr;2021-08-08 03:30:00;582;Age of Empires II;STR
Crusader Kings 3 : Une vue sur la carte;https://www.mundusbellicus.fr/603298-crusader-kings-3-une-vue-sur-la-carte;Mouchi;2021-08-07 21:26:00;493;Crusader Kings 3;Grande Stratégie
Chernobyl Liquidators Simulator - Carnet de développement n°44;https://www.mundusbellicus.fr/603258-chernobyl-liquidators-simulator-carnet-de-developpement-n44;Ancient Egypt Fan;2021-08-06 22:22:00;39;Chernobyl Liquidators Simulator;Gestion
Humankind - Rapport d'étape et report version Mac;https://www.mundusbellicus.fr/603234-humankind-rapport-d-etape-et-report-version-mac;Mouchi;2021-08-05 15:30:00;393;Humankind;4X
Nebuchadnezzar - Sortie de la Mise à jour 1.2;https://www.mundusbellicus.fr/603220-nebuchadnezzar-sortie-de-la-mise-a-jour-1-2;Ancient Egypt Fan;2021-08-04 21:34:00;98;Nebuchadnezzar;Gestion
Hellish Quart : Une nouvelle apparence;https://www.mundusbellicus.fr/603200-hellish-quart-une-nouvelle-apparence;Foeurdr;2021-08-04 02:01:00;96;Hellish quart;RPG
Builders of China - Carnet de Développement N°12;https://www.mundusbellicus.fr/603148-builders-of-china-carnet-de-developpement-n12;Ancient Egypt Fan;2021-07-30 17:06:00;169;Builders of China;Gestion
Monuments Flipper - Carnet de Développement #7;https://www.mundusbellicus.fr/603147-monuments-flipper-carnet-de-developpement-7;Ancient Egypt Fan;2021-07-30 16:51:00;36;Monuments Flipper;Gestion
Victoria 3 : Carnets VI & VII - Les groupes d'intérêts et les lois;https://www.mundusbellicus.fr/603140-victoria-3-carnets-vi-vii-les-groupes-d-intérets-et-les-lois;Limse;2021-07-29 16:20:00;741;Victoria 3;Grande Stratégie
Monuments Flipper - Carnet de Développement #6;https://www.mundusbellicus.fr/603129-monuments-flipper-carnet-de-developpement-6;Ancient Egypt Fan;2021-07-28 21:22:00;39;Monuments Flipper;Gestion
Project Wunderwaffe - Nouvelles de Production #6;https://www.mundusbellicus.fr/603128-project-wunderwaffe-nouvelles-de-production-6;Ancient Egypt Fan;2021-07-28 21:00:00;113;Project Wunderwaffe;Gestion
Total War : Troy - Hydres, griffons et cerbères à l'horizon;https://www.mundusbellicus.fr/603076-total-war-troy-hydres-griffons-et-cerberes-à-l-horizon;Lord Perhaps On The Roof;2021-07-23 21:41:00;440;Troy : Total War;Total War
Bientôt un DLC pour Total War : Troy;https://www.mundusbellicus.fr/603048-bientot-un-dlc-pour-total-war-troy;Lord Perhaps On The Roof;2021-07-21 20:51:00;256;Troy : Total War;Total War
Monuments Flipper - Carnet de Développement #5;https://www.mundusbellicus.fr/602971-monuments-flipper-carnet-de-developpement-5;Ancient Egypt Fan;2021-07-18 19:18:00;69;Monuments Flipper;Gestion
Chernobyl Liquidators Simulator - Carnet de développement n°43;https://www.mundusbellicus.fr/602968-chernobyl-liquidators-simulator-carnet-de-developpement-n43;Ancient Egypt Fan;2021-07-18 19:07:00;63;Chernobyl Liquidators Simulator;Gestion
Patron - Playtest disponible;https://www.mundusbellicus.fr/602955-patron-playtest-disponible;Ancient Egypt Fan;2021-07-17 21:30:00;81;Patron;Gestion
Viking City Builder - Carnet de Développement #3;https://www.mundusbellicus.fr/602945-viking-city-builder-carnet-de-developpement-3;Ancient Egypt Fan;2021-07-17 17:53:00;210;Viking City Builder;Gestion
Field of Glory II : Medieval Swords and Scimitars;https://www.mundusbellicus.fr/602857-field-of-glory-ii-medieval-swords-and-scimitars;Foeurdr;2021-07-15 04:26:00;276;Field of Glory II : Medieval;Stratégie Tour par Tour
Europa Universalis IV - Patch 1.31.5 Majapahit;https://www.mundusbellicus.fr/602854-europa-universalis-iv-patch-1-31-5-majapahit;AcidePrussique;2021-07-14 20:23:00;375;Europa Universalis IV;Grande Stratégie
Timberborn - Carnet de Développement #2;https://www.mundusbellicus.fr/602851-timberborn-carnet-de-developpement-2;Ancient Egypt Fan;2021-07-14 15:17:00;130;Timberborn;Gestion
Total War : Warhammer II – Toutes les informations sur The Silence & The Fury;https://www.mundusbellicus.fr/602847-total-war-warhammer-ii-–-toutes-les-informations-sur-the-silence-the-fury;Lord Perhaps On The Roof;2021-07-14 12:25:00;654;Total War : Warhammer II;Total War
Monuments Flipper - Carnet de Développement #4;https://www.mundusbellicus.fr/602827-monuments-flipper-carnet-de-developpement-4;Ancient Egypt Fan;2021-07-13 00:24:00;52;Monuments Flipper;Gestion
Project Wunderwaffe - Nouvelles de Production #5;https://www.mundusbellicus.fr/602826-project-wunderwaffe-nouvelles-de-production-5;Ancient Egypt Fan;2021-07-13 00:08:00;141;Project Wunderwaffe;Gestion
Crusader Kings 3 : ModCon;https://www.mundusbellicus.fr/602811-crusader-kings-3-modcon;Mouchi;2021-07-04 22:29:00;490;Crusader Kings 3;Grande Stratégie
Carnet de développement HOI4 1.11 Barbarossa : Ravitaillement et ports Mulberry;https://www.mundusbellicus.fr/602802-carnet-de-developpement-hoi4-1-11-barbarossa-ravitaillement-et-ports-mulberry;Sinake;2021-07-04 18:11:00;465;Hearts of Iron IV;Grande Stratégie
Chernobyl Liquidators Simulator - Carnet de développement n°42;https://www.mundusbellicus.fr/602771-chernobyl-liquidators-simulator-carnet-de-développement-n42;Ancient Egypt Fan;2021-07-02 20:28:00;55;Chernobyl Liquidators Simulator;Gestion
Monuments Flipper - Carnet de Développement #3;https://www.mundusbellicus.fr/602769-monuments-flipper-carnet-de-developpement-3;Ancient Egypt Fan;2021-07-02 17:39:00;49;Monuments Flipper;Gestion
Fields of History: The Great War - Bombardements Terrestres et Côtiers;https://www.mundusbellicus.fr/602754-fields-of-history-the-great-war-bombardements-terrestres-et-côtiers;Mouchi;2021-07-01 21:44:00;177;Fields of History: The Great War;Grande Stratégie
Victoria 3 : Carnet V - Les méthodes de production;https://www.mundusbellicus.fr/602731-victoria-3-carnet-v-les-methodes-de-production;Limse;2021-06-30 22:59:00;629;Victoria 3;Grande Stratégie
Pizza Simulator - Carnet de Développement N°7;https://www.mundusbellicus.fr/602705-pizza-simulator-carnet-de-developpement-n7;Ancient Egypt Fan;2021-06-29 21:13:00;59;Pizza Simulator;Gestion
Crusader Kings 3 : Une couche de peinture;https://www.mundusbellicus.fr/602703-crusader-kings-3-une-couche-de-peinture;Mouchi;2021-06-29 21:00:00;556;Crusader Kings 3;Grande Stratégie
Patron - Annonce Date de Sortie;https://www.mundusbellicus.fr/602667-patron-annonce-date-de-sortie;Ancient Egypt Fan;2021-06-28 16:53:00;127;Patron;Gestion
Crusader Kings 3 : ModCon;https://www.mundusbellicus.fr/602624-crusader-kings-3-modcon;Mouchi;2021-06-26 21:45:00;399;Crusader Kings 3;Grande Stratégie
Carnet de développement HOI4 1.11 Barbarossa : le corps des officiers N°2;https://www.mundusbellicus.fr/602606-carnet-de-developpement-hoi4-1-11-barbarossa-le-corps-des-officiers-n2;Sinake;2021-06-25 21:26:00;453;Hearts of Iron IV;Grande Stratégie
Monuments Flipper - Carnets de Développement #1 et #2;https://www.mundusbellicus.fr/602604-monuments-flipper-carnets-de-developpement-1-et-2;Ancient Egypt Fan;2021-06-25 19:57:00;95;Monuments Flipper;Gestion
Builders of China - Carnet de Développement N°11;https://www.mundusbellicus.fr/602595-builders-of-china-carnet-de-developpement-n11;Ancient Egypt Fan;2021-06-25 16:39:00;99;Builders of China;Gestion
Sumerians - Aperçu de la Mise à Jour du 22 juin 2021;https://www.mundusbellicus.fr/602594-sumerians-aperçu-de-la-mise-a-jour-du-22-juin-2021;Ancient Egypt Fan;2021-06-25 16:29:00;86;Sumerians;Gestion
Builder Simulator - Carnet de Développement N°12;https://www.mundusbellicus.fr/602593-builder-simulator-carnet-de-developpement-n12;Ancient Egypt Fan;2021-06-25 16:14:00;34;Builder Simulator;Gestion
Stellaris, carnet des développeurs n°216 : Mise à jour Lem et évolution de l'extension Nécroïdes.;https://www.mundusbellicus.fr/602580-stellaris-carnet-des-developpeurs-n-216-mise-à-jour-lem-et-evolution-de-l-extension-necroides;Vilcoyote;2021-06-25 11:40:00;401;Stellaris;Grande Stratégie
Victoria 3 - Carnet IV : Les biens;https://www.mundusbellicus.fr/602518-victoria-3-carnet-iv-les-biens;Limse;2021-06-20 16:14:00;848;Victoria 3;Grande Stratégie
Diarium Strategorum - 24ème édition - Le Journal des Stratèges : mai 2021;https://www.mundusbellicus.fr/602515-diarium-strategorum-24-eme-edition-le-journal-des-strateges-mai-2021;CptSparke;2021-06-20 09:17:00;591;Diarium Strategorum;
Carnet de développement HOI4 1.11 Barbarossa : le corps des Officiers;https://www.mundusbellicus.fr/602501-carnet-de-developpement-hoi4-1-11-barbarossa-le-corps-des-officiers;Sinake;2021-06-19 09:08:00;502;Hearts of Iron IV;Grande Stratégie
Distant Kingdoms - Feuille de route de l'accès anticipé et arrivée de la première mise à jour;https://www.mundusbellicus.fr/602493-distant-kingdoms-feuille-de-route-de-l-acces-anticipe-et-arrivee-de-la-premiere-mise-a-jour;Ancient Egypt Fan;2021-06-18 21:13:00;134;Distant Kingdoms;Gestion
Project Wunderwaffe - Nouvelles de Production #4;https://www.mundusbellicus.fr/602489-project-wunderwaffe-nouvelles-de-production-4;Ancient Egypt Fan;2021-06-18 14:39:00;262;Project Wunderwaffe;Gestion
Europa Universalis IV - le patch 1.31.5 Majapahit disponible en bêta;https://www.mundusbellicus.fr/602471-europa-universalis-iv-le-patch-1-31-5-majapahit-disponible-en-beta;AcidePrussique;2021-06-17 14:09:00;546;Europa Universalis IV;Grande Stratégie
Crusader Kings 3 : Les cultures sont éternelles;https://www.mundusbellicus.fr/602439-crusader-kings-3-les-cultures-sont-eternelles;Mouchi;2021-06-15 19:56:00;1070;Crusader Kings 3;Grande Stratégie
Patron - Sortie de la Démo;https://www.mundusbellicus.fr/602438-patron-sortie-de-la-demo;Ancient Egypt Fan;2021-06-15 17:13:00;129;Patron;Gestion
Robin Hood - Sherwood Builders - Carnet de Développement - Village;https://www.mundusbellicus.fr/602420-robin-hood-sherwood-builders-carnet-de-developpement-village;Ancient Egypt Fan;2021-06-15 10:53:00;234;;
Humankind - Beta fermée jusqu'au 21 juin;https://www.mundusbellicus.fr/602412-humankind-beta-fermée-jusqu-au-21-juin;Mouchi;2021-06-14 18:08:00;245;Humankind;4X
Stadium Renovator - Carnet de Développement #9;https://www.mundusbellicus.fr/602405-stadium-renovator-carnet-de-developpement-9;Ancient Egypt Fan;2021-06-14 15:51:00;33;Stadium Renovator;Gestion
Stellaris, carnet des développeurs n°215 : Nouvelles mécaniques d'espèces et pensées équilibrées.;https://www.mundusbellicus.fr/602396-stellaris-carnet-des-developpeurs-n-215-nouvelles-mecaniques-d-especes-et-pensees-equilibrees;Vilcoyote;2021-06-13 21:49:00;579;Stellaris;Grande Stratégie
Total War : WARHAMMER II – DLC The Silence & The Fury annoncé;https://www.mundusbellicus.fr/602392-total-war-warhammer-ii-dlc-the-silence-and-the-fury-annonce;Lord Perhaps On The Roof;2021-06-13 19:14:00;1473;Total War : Warhammer II;Total War
Carnet de développement HOI4 1.11 Barbarossa : des petites améliorations N°1;https://www.mundusbellicus.fr/602374-carnet-de-developpement-hoi4-1-11-barbarossa-des-petites-ameliorations-n1;Sinake;2021-06-12 15:07:00;547;Hearts of Iron IV;Grande Stratégie
Chernobyl Liquidators Simulator - Carnet de développement n°41;https://www.mundusbellicus.fr/602356-chernobyl-liquidators-simulator-carnet-de-developpement-n41;Ancient Egypt Fan;2021-06-11 16:41:00;48;Chernobyl Liquidators Simulator;Gestion
Two Point Campus - Annonce;https://www.mundusbellicus.fr/602354-two-point-campus-annonce;Ancient Egypt Fan;2021-06-11 15:48:00;96;;
Victoria 3 - Carnet III : Les bâtiments;https://www.mundusbellicus.fr/602350-victoria-3-carnet-iii-les-batiments;Limse;2021-06-11 14:13:00;918;Victoria 3;Grande Stratégie
Pizza Simulator - Carnet de Développement N°6;https://www.mundusbellicus.fr/602294-pizza-simulator-carnet-de-developpement-n6;Ancient Egypt Fan;2021-06-08 21:03:00;72;Pizza Simulator;Gestion
Crusader Kings 3 : Patch 1.4.0 Azure;https://www.mundusbellicus.fr/602290-crusader-kings-3-patch-1-4-0-azure;Mouchi;2021-06-08 20:12:00;888;Crusader Kings 3;Grande Stratégie
Patron - Démo Publique;https://www.mundusbellicus.fr/602283-patron-demo-publique;Ancient Egypt Fan;2021-06-08 15:43:00;174;Patron;Gestion
Europa Universalis IV - Sept Nouveaux Monuments;https://www.mundusbellicus.fr/602281-europa-universalis-iv-sept-nouveaux-monuments;AcidePrussique;2021-06-08 14:51:00;581;Europa Universalis IV;Grande Stratégie
Espresso Tycoon - Carnet de Développement N°4;https://www.mundusbellicus.fr/602268-espresso-tycoon-carnet-de-developpement-n4;Ancient Egypt Fan;2021-06-07 16:47:00;80;Espresso Tycoon;Gestion
Monuments Flipper - Partenariat Important;https://www.mundusbellicus.fr/602263-monuments-flipper-partenariat-important;Ancient Egypt Fan;2021-06-07 11:37:00;100;Monuments Flipper;Gestion
Stellaris, carnet des développeurs n°214 : L'initiative Custodes et la mise à jour Lem.;https://www.mundusbellicus.fr/602254-stellaris-carnet-des-developpeurs-n-214-l-initiative-custodes-et-la-mise-a-jour-lem;Vilcoyote;2021-06-07 01:20:00;579;Stellaris;Grande Stratégie
Hotel Renovator - Carnets de Développement du N°2 à N°6;https://www.mundusbellicus.fr/602232-hotel-renovator-carnets-de-developpement-n2-a-n6;Ancient Egypt Fan;2021-06-06 12:58:00;63;;
Chernobyl Liquidators Simulator - Carnet de développement n°40;https://www.mundusbellicus.fr/602212-chernobyl-liquidators-simulator-carnet-de-developpement-n40;Ancient Egypt Fan;2021-06-05 21:19:00;47;Chernobyl Liquidators Simulator;Gestion
Carnet de développement HOI4 1.11 Barbarossa : 5ème anniversaire;https://www.mundusbellicus.fr/602197-carnet-de-developpement-hoi4-1-11-barbarossa-5eme-anniversaire;Sinake;2021-06-05 14:52:00;340;Hearts of Iron IV;Grande Stratégie
La Porte des Fauconniers : nouvelles du développement;https://www.mundusbellicus.fr/602167-la-porte-des-fauconniers-nouvelles-du-développement;Foeurdr;2021-06-04 18:57:00;304;La Porte des Fauconniers;RPG
Victoria III - Carnet II : Les Capacités;https://www.mundusbellicus.fr/602140-victoria-iii-carnet-ii-les-capacites;Limse;2021-06-03 22:11:00;903;Victoria 3;Grande Stratégie
Europa Universalis IV - Patch 1.31.4 Majapahit;https://www.mundusbellicus.fr/602113-europa-universalis-iv-patch-1-31-4-majapahit;AcidePrussique;2021-06-03 14:51:00;361;Europa Universalis IV;Grande Stratégie
El Dorado: The Golden City Builder - Carnet de Développement #1;https://www.mundusbellicus.fr/602093-el-dorado-the-golden-city-builder-carnet-de-developpement-1;Ancient Egypt Fan;2021-06-02 14:54:00;218;El Dorado: The Golden City Builder;Gestion
Timberborn - Carnet de Développement #1;https://www.mundusbellicus.fr/602089-timberborn-carnet-de-developpement-1;Ancient Egypt Fan;2021-06-02 14:29:00;292;Timberborn;Gestion
House Flipper - Luxury DLC - Fenêtre de la Date de Sortie;https://www.mundusbellicus.fr/602073-house-flipper-luxury-dlc-fenetre-de-la-date-de-sortie;Ancient Egypt Fan;2021-06-01 21:27:00;853;;
Going Medieval - Sortie Accès Anticipé;https://www.mundusbellicus.fr/602072-going-medieval-sortie-acces-anticipe;Ancient Egypt Fan;2021-06-01 21:10:00;177;Going Medieval;Gestion
Crusader Kings 3 : Voyage du Monarque libéré;https://www.mundusbellicus.fr/602064-crusader-kings-3-voyage-du-monarque-libere;Mouchi;2021-06-01 19:14:00;700;Crusader Kings 3;Grande Stratégie
Carnet de développement HOI4 1.11 Barbarossa : Recap PDXcon et la suite à venir;https://www.mundusbellicus.fr/602054-carnet-de-developpement-hoi4-1-11-barbarossa-recap-pdxcon-et-la-suite-a-venir;Sinake;2021-06-01 15:33:00;325;Hearts of Iron IV;Grande Stratégie
Stadium Renovator - Carnet de Développement #8;https://www.mundusbellicus.fr/602048-stadium-renovator-carnet-de-développement-8;Ancient Egypt Fan;2021-06-01 13:58:00;36;Stadium Renovator;Gestion
Hellish Quart : nouvelles en vrac;https://www.mundusbellicus.fr/602040-hellish-quart-nouvelles-en-vrac;Foeurdr;2021-05-31 21:27:00;126;Hellish quart;RPG
Stellaris, carnet des développeurs n°213 : Expérimentation de visualisation.;https://www.mundusbellicus.fr/602012-stellaris-carnet-des-developpeurs-n-213-experimentation-de-visualisation;Vilcoyote;2021-05-31 02:01:00;381;Stellaris;Grande Stratégie
Wargame Red Dragon : L'Afrique du Sud, les Hélicoptères.;https://www.mundusbellicus.fr/602009-wargame-red-dragon-l-afrique-du-sud-les-helicoptères;Vilcoyote;2021-05-31 01:32:00;187;Wargame Red Dragon;STR
La fin pour Total War : Three Kingdoms;https://www.mundusbellicus.fr/601975-la-fin-pour-total-war-three-kingdoms;Lord Perhaps On The Roof;2021-05-30 09:19:00;499;Total War : Three Kingdoms;Total War
Total War : Rise of Mordor - Sortie de la v0.5.0;https://www.mundusbellicus.fr/601965-mod-total-war-rise-of-mordor-sortie-de-la-v0-5-0;ALG;2021-05-30 00:09:00;1632;;
Chernobyl Liquidators Simulator - Carnet de développement n°39;https://www.mundusbellicus.fr/601935-chernobyl-liquidators-simulator-carnet-de-développement-n39;Ancient Egypt Fan;2021-05-28 15:40:00;58;Chernobyl Liquidators Simulator;Gestion
Builders of China - Carnet de Développement N°10;https://www.mundusbellicus.fr/601930-builders-of-china-carnet-de-developpement-n10;Ancient Egypt Fan;2021-05-28 15:02:00;87;Builders of China;Gestion
Going Medieval - Révélation de la feuille de route;https://www.mundusbellicus.fr/601927-going-medieval-revelation-de-la-feuille-de-route;Ancient Egypt Fan;2021-05-28 14:43:00;348;Going Medieval;Gestion
Carnet Hors-série HOI4 : ce qu’il faut retenir de la PDXcon;https://www.mundusbellicus.fr/601922-carnet-hors-serie-hoi4-ce-qu-il-faut-retenir-de-la-pdxcon;Sinake;2021-05-27 23:32:00;436;Hearts of Iron IV;Grande Stratégie
Victoria III - Carnet I : Les Pops;https://www.mundusbellicus.fr/601901-victoria-iii-carnet-i-les-pops;Limse;2021-05-27 19:39:00;965;Victoria 3;Grande Stratégie
Wedding Designer - Sortie du Prologue;https://www.mundusbellicus.fr/601842-wedding-designer-sortie-du-prologue;Ancient Egypt Fan;2021-05-26 17:12:00;59;;
Mod Divide et Impera - Aperçu de la future version 1.2.8;https://www.mundusbellicus.fr/601788-total-war-rome-2-mod-divide-et-impera-apercu-de-la-future-version-1-2-8;ALG;2021-05-25 18:20:00;483;;
Crusader Kings 3 : La Cour Royale;https://www.mundusbellicus.fr/601777-crusader-kings-3-la-cour-royale;Mouchi;2021-05-25 15:50:00;1668;Crusader Kings 3;Grande Stratégie
Stellaris, PdxCon 2021 : Questions et Réponses avec l'équipe de développement.;https://www.mundusbellicus.fr/601771-stellaris-pdxcon-2021-questions-et-reponses-avec-l-equipe-de-developpement;Vilcoyote;2021-05-25 12:13:00;385;Stellaris;Grande Stratégie
Mod Trial of the Seven Kingdoms - Carte de campagne personnalisée avec Westeros et Essos jouable !;https://www.mundusbellicus.fr/601769-mount-and-blade-2-bannerlord-mod-trial-of-the-seven-kingdoms-carte-campagne-westeros-essos;ALG;2021-05-25 11:33:00;849;;
Crusader Kings 3 : Vision de Royal Court;https://www.mundusbellicus.fr/601731-crusader-kings-3-vision-de-royal-court;Mouchi;2021-05-24 15:16:00;2023;Crusader Kings 3;Grande Stratégie
Going Medieval - Enquête post-bêta;https://www.mundusbellicus.fr/601725-going-medieval-enquete-post-beta;Ancient Egypt Fan;2021-05-24 13:53:00;122;Going Medieval;Gestion
Paradox annonce Crusader Kings III, Royal Court.;https://www.mundusbellicus.fr/601722-paradox-annonce-crusader-kings-iii-royal-court;Vilcoyote;2021-05-24 13:41:00;252;Crusader Kings 3;Grande Stratégie
Victoria III - Annonce de la PdxCon 2021 !;https://www.mundusbellicus.fr/601589-victoria-iii-annonce-de-la-pdxcon-2021;Limse;2021-05-22 20:24:00;2012;Victoria 3;Grande Stratégie
Carnet de développement HOI4 1.11 Barbarossa : Les États Baltes 2/2.;https://www.mundusbellicus.fr/601628-carnet-de-developpement-hoi4-1-11-barbarossa-les-etats-baltes-2-2;Vilcoyote;2021-05-22 20:23:00;449;Hearts of Iron IV;Grande Stratégie
House Flipper - Pets DLC - Carnet de développement #1;https://www.mundusbellicus.fr/601625-house-flipper-pets-dlc-carnet-de-developpement-1;Ancient Egypt Fan;2021-05-22 19:37:00;176;;
Going Medieval - Sortie de la Bêta;https://www.mundusbellicus.fr/601563-going-medieval-sortie-de-la-beta;Ancient Egypt Fan;2021-05-21 15:30:00;164;Going Medieval;Gestion
Builders of China - Carnet de Développement N°9;https://www.mundusbellicus.fr/601562-builders-of-china-carnet-de-developpement-n9;Ancient Egypt Fan;2021-05-21 15:18:00;72;Builders of China;Gestion
Chernobyl Liquidators Simulator - Carnet de développement n°38;https://www.mundusbellicus.fr/601561-chernobyl-liquidators-simulator-carnet-de-developpement-n38;Ancient Egypt Fan;2021-05-21 14:55:00;30;Chernobyl Liquidators Simulator;Gestion
Builder Simulator - Carnet de Développement N°11;https://www.mundusbellicus.fr/601559-builder-simulator-carnet-de-developpement-n11;Ancient Egypt Fan;2021-05-21 14:41:00;28;Builder Simulator;Gestion
Europa Universalis IV - le patch 1.31.4 Majapahit disponible en Bêta;https://www.mundusbellicus.fr/601551-europa-universalis-iv-le-patch-1-31-4-majapahit-disponible-en-beta;AcidePrussique;2021-05-21 11:03:00;417;Europa Universalis IV;Grande Stratégie
Field of Glory II : Medieval - Reconquista disponible;https://www.mundusbellicus.fr/601544-field-of-glory-ii-medieval-reconquista-disponible;Foeurdr;2021-05-21 00:03:00;156;Field of Glory II : Medieval;Stratégie Tour par Tour
Builders of Egypt - Début de la bêta fermée;https://www.mundusbellicus.fr/601540-builders-of-egypt-debut-de-la-beta-fermee;Ancient Egypt Fan;2021-05-20 21:10:00;78;Builders of Egypt;Gestion
Frozenheim - Sortie Accès Anticipé;https://www.mundusbellicus.fr/601539-frozenheim-sortie-acces-anticipe;Ancient Egypt Fan;2021-05-20 20:46:00;123;;
Nebuchadnezzar - Mise à jour 1.2 - Illustration d'un incendie;https://www.mundusbellicus.fr/601537-nebuchadnezzar-mise-a-jour-1-2-illustration-d-un-incendie;Ancient Egypt Fan;2021-05-20 20:34:00;49;Nebuchadnezzar;Gestion
