title;url;author;date;views;game;game_type
Europa Universalis IV - Carnet de développement du 27 Février;https://www.mundusbellicus.fr/560245-europa-universalis-iv-carnet-de-developpement-du-27-fevrier;DiderLord;2018-02-27 21:27:00;901.0;Europa Universalis IV;Grande Stratégie
Thrones of Britannia (A Total War Saga) - Bande-annonce des Gaëls;https://www.mundusbellicus.fr/559963-thrones-of-britannia-a-total-war-saga-bande-annonce-des-gaels;ALG;2018-02-24 03:49:00;427.0;;
Mount & Blade II : Bannerlord - Carnet de développement n°42 : « Entretien avec Gökhan Uras »;https://www.mundusbellicus.fr/559959-mount-and-blade-ii-bannerlord-entretien-avec-gokhan-uras;ALG;2018-02-24 03:04:00;503.0;Mount & Blade II : Bannerlord;RPG
Hearts of Iron IV - Carnet de développement du 21 Février 2018;https://www.mundusbellicus.fr/559902-hearts-of-iron-4-carnet-de-developpement-du-21-fevrier-2018;Limse;2018-02-23 11:38:00;1235.0;Hearts of Iron IV;Grande Stratégie
Stellaris - Sortie mise à jour « Cherryh » et extension « Apocalypse »;https://www.mundusbellicus.fr/559863-stellaris-mise-a-jour-cherryh-sortie-apocalypse;Vilcoyote;2018-02-22 20:19:00;1150.0;Stellaris;Grande Stratégie
Total War : Rome II - Roster du royaume de Koush;https://www.mundusbellicus.fr/559827-total-war-rome-ii-roster-royaume-koush;Noreus;2018-02-22 13:51:00;983.0;;
Europa Universalis IV - Carnet de développement du 20 Février;https://www.mundusbellicus.fr/559732-europa-universalis-iv-carnet-de-developpement-du-20-fevrier;DiderLord;2018-02-22 01:07:00;1266.0;Europa Universalis IV;Grande Stratégie
Total War : Rome II - DLC « les Royaumes du Désert » annoncé !;https://www.mundusbellicus.fr/559734-total-war-rome-ii-dlc-royaumes-du-desert;ALG;2018-02-21 02:20:00;993.0;;
Thrones of Britannia (A Total War Saga) - Focus sur le système de personnages;https://www.mundusbellicus.fr/559426-thrones-of-britannia-a-total-war-saga-systeme-de-personnages;ALG;2018-02-17 00:33:00;1354.0;;
Mount & Blade II : Bannerlord - Carnet de développement n°41 : « l'Empire » (2ème partie);https://www.mundusbellicus.fr/559419-mount-and-blade-2-bannerlord-empire-partie-2;ALG;2018-02-16 23:09:00;1452.0;Mount & Blade II : Bannerlord;RPG
Hearts of Iron IV - Carnet de développement du 14 Février 2018;https://www.mundusbellicus.fr/559312-hearts-of-iron-iv-carnet-de-developpement-du-14-fevrier-2018;Limse;2018-02-15 20:39:00;1522.0;Hearts of Iron IV;Grande Stratégie
"Stellaris, carnet de développement n°105 : 2.0 ""Cherryh"", les notes de la mise à jour.";https://www.mundusbellicus.fr/559291-stellaris-carnet-de-developpement-cherryh-notes-mise-a-jour;Vilcoyote;2018-02-15 16:55:00;1880.0;Stellaris;Grande Stratégie
Europa Universalis IV - Carnet de développement du 13 Février;https://www.mundusbellicus.fr/559216-europa-universalis-iv-carnet-de-developpement-du-13-fevrier;DiderLord;2018-02-14 17:20:00;1592.0;Europa Universalis IV;Grande Stratégie
Thrones of Britannia (A Total War Saga) - Les Gaëls;https://www.mundusbellicus.fr/558987-thrones-of-britannia-a-total-war-saga-gaels;Noreus;2018-02-11 00:27:00;1803.0;;
Mount & Blade II : Bannerlord - Carnet de développement n°41 : « l'Empire » (1ère partie);https://www.mundusbellicus.fr/558764-mount-and-blade-ii-bannerlord-empire-partie-1;ALG;2018-02-09 01:03:00;3028.0;Mount & Blade II : Bannerlord;RPG
Stellaris, carnet de développement n°104 : Dernier tour de piste pour “Cherryh”;https://www.mundusbellicus.fr/558721-stellaris-carnet-de-developpement-n104-dernier-tour-de-piste-pour-cherryh;Vilcoyote;2018-02-08 19:20:00;2538.0;Stellaris;Grande Stratégie
Hearts of Iron IV - Carnet de développement du 7 Février 2018;https://www.mundusbellicus.fr/558660-hearts-of-iron-iv-carnet-de-developpement-du-7-fevrier-2018;Limse;2018-02-07 22:47:00;963.0;Hearts of Iron IV;Grande Stratégie
DLC Rule Britannia annoncé !;https://www.mundusbellicus.fr/558596-dlc-rule-britannia-annonce;DiderLord;2018-02-07 01:26:00;913.0;;
Europa Universalis IV - Carnet de développement du 6 Février;https://www.mundusbellicus.fr/558595-europa-universalis-iv-carnet-de-developpement-du-6-fevrier;DiderLord;2018-02-06 22:46:00;1910.0;Europa Universalis IV;Grande Stratégie
Thrones of Britannia (A Total War Saga) - Date de sortie, configuration requise et pré-commande;https://www.mundusbellicus.fr/558491-thrones-of-britannia-a-total-war-saga-date-de-sortie-configuration-requise-precommande;ALG;2018-02-05 16:09:00;1331.0;;
Stellaris, carnet de développement n°103 : Les changements et les additions des civismes et des ascensions.;https://www.mundusbellicus.fr/558292-stellaris-carnet-de-developpement-n103-les-changements-et-les-additions-des-civismes-et-des-ascensions;Vilcoyote;2018-02-03 01:00:00;2246.0;Stellaris;Grande Stratégie
Mount & Blade II : Bannerlord - Carnet de développement n°40 : « Entretien avec Özgür Saral »;https://www.mundusbellicus.fr/558230-mount-and-blade-ii-bannerlord-entretien-avec-ozgur-saral;ALG;2018-02-02 01:56:00;661.0;Mount & Blade II : Bannerlord;RPG
Hearts of Iron IV - Carnet de développement du 31 Janvier 2018;https://www.mundusbellicus.fr/558187-hearts-of-iron-iv-carnet-de-developpement-du-31-janvier-2018;Limse;2018-02-01 19:51:00;891.0;Hearts of Iron IV;Grande Stratégie
Thrones of Britannia (A Total War Saga) - Narration, Scénario & Bac à sable;https://www.mundusbellicus.fr/558097-thrones-of-britannia-a-total-war-saga-narration-scenario-bac-a-sable;ALG;2018-01-31 22:42:00;990.0;;
Europa Universalis IV - Carnet de développement du 30 Janvier;https://www.mundusbellicus.fr/558007-europa-universalis-iv-carnet-de-developpement-du-30-janvier;DiderLord;2018-01-30 21:41:00;2301.0;Europa Universalis IV;Grande Stratégie
Europa Universalis IV - Carnet de développement du 23 Janvier;https://www.mundusbellicus.fr/557978-europa-universalis-iv-carnet-de-developpement-du-23-janvier;DiderLord;2018-01-30 13:45:00;1534.0;Europa Universalis IV;Grande Stratégie
Stellaris, carnet de développement n°102 : Les édits, les campagnes et les ambitions culturelles.;https://www.mundusbellicus.fr/557739-stellaris-carnet-de-developpement-n102-les-edits-les-campagnes-et-les-ambitions-culturelles;Vilcoyote;2018-01-26 20:59:00;1876.0;Stellaris;Grande Stratégie
Mount & Blade II : Bannerlord - Carnet de développement n°39 : « Les Animations dans les dialogues »;https://www.mundusbellicus.fr/557654-mount-and-blade-ii-bannerlord-animations-dans-les-dialogues;ALG;2018-01-25 23:45:00;864.0;Mount & Blade II : Bannerlord;RPG
Hearts of Iron IV - Carnet de développement du 24 Janvier 2018;https://www.mundusbellicus.fr/557628-hearts-of-iron-iv-carnet-de-developpement-du-24-janvier-2018;Limse;2018-01-25 18:49:00;1358.0;Hearts of Iron IV;Grande Stratégie
Total War : WARHAMMER II - Le DLC « L'Éveil des Rois des Tombes » est disponible;https://www.mundusbellicus.fr/557552-total-war-warhammer-ii-dlc-eveil-des-rois-des-tombes-disponible;ALG;2018-01-25 01:10:00;642.0;Total War : Warhammer II;Total War
Total War : WARHAMMER II - Nouveau Seigneur Légendaire : Tretch la-Queue-qui-Frétille;https://www.mundusbellicus.fr/557407-total-war-warhammer-ii-nouveau-seigneur-legendaire-tretch-la-queue-qui-fretille;ALG;2018-01-23 01:35:00;2036.0;Total War : Warhammer II;Total War
Divide & Conquer - aperçu de Fornost 2.0;https://www.mundusbellicus.fr/557296-mod-medieval-2-total-war-divide-and-conquer-apercu-de-fornost-2-0;ALG;2018-01-22 03:36:00;1071.0;;
Total War : WARHAMMER II - Patch gratuit pour l'extension « L'Éveil des Rois des Tombes »;https://www.mundusbellicus.fr/557190-total-war-warhammer-ii-patch-gratuit-pour-l-extension-l-eveil-des-rois-des-tombes;Lord Perhaps On The Roof;2018-01-20 23:16:00;4629.0;Total War : Warhammer II;Total War
Hearts of Iron IV - Carnet de développement du 17 Janvier 2018;https://www.mundusbellicus.fr/557141-hearts-of-iron-iv-carnet-de-developpement-du-17-janvier-2018;Limse;2018-01-20 17:24:00;1079.0;Hearts of Iron IV;Grande Stratégie
Le mod The Deluge pour Mount & Blade : Warband passe en v1.010;https://www.mundusbellicus.fr/557104-mod-the-deluge-mount-and-blade-warband-v1-010;ALG;2018-01-20 00:38:00;564.0;;
Stellaris, carnet de développement n°101 : Les maraudeurs, les pirates et la Horde.;https://www.mundusbellicus.fr/557053-stellaris-carnet-de-developpement-n101-les-maraudeurs-les-pirates-et-la-horde;Vilcoyote;2018-01-19 21:33:00;3066.0;Stellaris;Grande Stratégie
Mount & Blade II : Bannerlord - Carnet de développement n°38 : « Entretien avec Steve Negus »;https://www.mundusbellicus.fr/556967-mount-and-blade-ii-bannerlord-carnet-de-developpement-no38-entretien-avec-steve-negus;ALG;2018-01-19 00:51:00;710.0;Mount & Blade II : Bannerlord;RPG
Europa Universalis IV - Carnet de développement du 16 Janvier;https://www.mundusbellicus.fr/556842-europa-universalis-iv-carnet-de-developpement-du-16-janvier;DiderLord;2018-01-17 22:21:00;1968.0;Europa Universalis IV;Grande Stratégie
Total War : WARHAMMER II - Roster des Rois des Tombes & vidéo de gameplay;https://www.mundusbellicus.fr/556697-total-war-warhammer-ii-roster-des-rois-des-tombes-video-de-gameplay;Lord Perhaps On The Roof;2018-01-17 00:49:00;5447.0;Total War : Warhammer II;Total War
Total War : WARHAMMER II - L'Éveil des Rois des Tombes : mécaniques de jeu;https://www.mundusbellicus.fr/556643-total-war-warhammer-ii-l-eveil-des-rois-des-tombes-mecaniques-de-jeu;Noreus;2018-01-16 19:23:00;3197.0;Total War : Warhammer II;Total War
Total War : Three Kingdoms - F.A.Q.;https://www.mundusbellicus.fr/556389-total-war-three-kingdoms-faq;Noreus;2018-01-14 13:35:00;1472.0;Total War : Three Kingdoms;Total War
Stellaris - Carnet de développement n°100 : Les Titans et les destructeurs de mondes.;https://www.mundusbellicus.fr/556254-stellaris-carnet-de-developpement-n100-les-titans-et-les-destructeurs-de-mondes;Vilcoyote;2018-01-13 02:29:00;10048.0;Stellaris;Grande Stratégie
Paradox Interactive annonce Stellaris : Apocalypse.;https://www.mundusbellicus.fr/556125-paradox-interactive-annonce-stellaris-apocalypse;Vilcoyote;2018-01-12 17:24:00;1355.0;Stellaris;Grande Stratégie
Hearts of Iron IV - Carnet de développement du 10 janvier 2018;https://www.mundusbellicus.fr/556118-hearts-of-iron-iv-carnet-de-developpement-du-10-janvier-2018-bric-a-brac;Limse;2018-01-11 20:00:00;1548.0;Hearts of Iron IV;Grande Stratégie
Mount & Blade II : Bannerlord - Carnet de développement n°37 : « Les Aseraïs »;https://www.mundusbellicus.fr/556049-mount-and-blade-ii-bannerlord-carnet-de-developpement-no-37-les-aserais;ALG;2018-01-11 13:12:00;1185.0;Mount & Blade II : Bannerlord;RPG
Thrones of Britannia (A Total War Saga) - Roster anglo-saxon;https://www.mundusbellicus.fr/555997-total-war-saga-thrones-of-britannia-roster-anglo-saxon;Lord Perhaps On The Roof;2018-01-10 23:31:00;1076.0;;
Europa Universalis IV - Carnet de développement du 9 Janvier;https://www.mundusbellicus.fr/555896-europa-universalis-iv-carnet-de-developpement-du-9-janvier;DiderLord;2018-01-10 22:07:00;1321.0;Europa Universalis IV;Grande Stratégie
The Creative Assembly annonce Total War : Three Kingdoms;https://www.mundusbellicus.fr/555952-the-creative-assembly-annonce-total-war-three-kingdoms;Noreus;2018-01-10 19:55:00;2366.0;Total War : Three Kingdoms;Total War
Actu Mensuelle de Mundus - Novembre 2017;https://www.mundusbellicus.fr/555833-actu-mensuelle-de-mundus-novembre-2017;CptSparke;2018-01-09 18:19:00;328.0;;
Total War : WARHAMMER II - Vidéo de gameplay pour les Rois des Tombes;https://www.mundusbellicus.fr/555785-total-war-warhammer-ii-video-de-gameplay-pour-les-rois-des-tombes;Lord Perhaps On The Roof;2018-01-09 12:03:00;458.0;Total War : Warhammer II;Total War
Nouvelle version de Rex In Regno Suo Est Imperator pour CK II;https://www.mundusbellicus.fr/555635-nouvelle-version-de-rex-in-regno-suo-est-imperator-pour-ck-ii;DiderLord;2018-01-07 16:25:00;944.0;;
Hearts of Iron IV - Carnet de développement du 3 Janvier 2018;https://www.mundusbellicus.fr/555560-hearts-of-iron-iv-carnet-de-developpement-du-3-janvier-2018;Limse;2018-01-06 12:38:00;1699.0;Hearts of Iron IV;Grande Stratégie
Thrones of Britannia (A Total War Saga) - Anglo-saxons et bande-annonce;https://www.mundusbellicus.fr/555532-thrones-of-britannia-a-total-war-angleterre-anglo-saxonne-bande-annonce;ALG;2018-01-05 21:46:00;747.0;;
Thrones of Britannia (A Total War Saga) - Alfred le Grand du Wessex;https://www.mundusbellicus.fr/555420-thrones-of-britannia-a-total-war-saga-alfred-le-grand-du-wessex;ALG;2018-01-03 23:24:00;1039.0;;
Portraits des Seigneurs Légendaires dans le DLC « L'Éveil des Rois des Tombes » de Total War : WARHAMMER II;https://www.mundusbellicus.fr/555171-portraits-des-seigneurs-legendaires-dlc-l-eveil-des-rois-des-tombes-total-war-warhammer-ii;ALG;2017-12-26 13:44:00;2627.0;Total War : Warhammer II;Total War
Joyeux Noël !;https://www.mundusbellicus.fr/555135-joyeux-noel;ALG;2017-12-25 01:22:00;191.0;;
Stellaris - Carnet de développement n°99 : Le retour des marines de l’espace et de l’infanterie mobile.;https://www.mundusbellicus.fr/555106-stellaris-carnet-de-developpement-n99-le-retour-des-marines-de-l-espace-et-de-l-infanterie-mobile;Vilcoyote;2017-12-24 03:47:00;2716.0;Stellaris;Grande Stratégie
Total War : WARHAMMER II - F.A.Q du DLC « L'Éveil des Rois des Tombes » (Rise of the Tomb Kings);https://www.mundusbellicus.fr/555102-total-war-warhammer-ii-faq-l-eveil-des-rois-des-tombes-rise-of-the-tomb-kings;Lord Perhaps On The Roof;2017-12-23 23:50:00;1191.0;Total War : Warhammer II;Total War
Mount & Blade II : Bannerlord - Carnet de développement n°36 : « Entretien avec Cem Çimenbiçer »;https://www.mundusbellicus.fr/554954-mount-and-blade-ii-bannerlord-carnet-de-developpement-no-36-entretien-avec-cem-cimenbicer;ALG;2017-12-22 12:32:00;795.0;Mount & Blade II : Bannerlord;RPG
Total War : WARHAMMER II - L'Éveil des Rois des Tombes (DLC) annoncé (Rise of the Tomb Kings);https://www.mundusbellicus.fr/554740-total-war-warhammer-ii-l-avenement-des-rois-des-tombes-dlc-annonce-rise-of-the-tomb-kings;ALG;2017-12-19 20:07:00;7136.0;Total War : Warhammer II;Total War
Total War : WARHAMMER II - Bientôt un DLC sur les Rois des Tombes ?;https://www.mundusbellicus.fr/554669-total-war-warhammer-ii-bientot-un-dlc-sur-les-rois-des-tombes;ALG;2017-12-18 19:34:00;590.0;Total War : Warhammer II;Total War
Albion : Total War - Aperçu de la nouvelle Interface Utilisateur;https://www.mundusbellicus.fr/554523-albion-total-war-apercu-de-la-nouvelle-interface-utilisateur;ALG;2017-12-16 14:58:00;495.0;;
Hearts of Iron IV - Carnet de développement du 13 Décembre 2017;https://www.mundusbellicus.fr/554474-hearts-of-iron-iv-carnet-de-developpement-du-13-decembre-2017;Limse;2017-12-15 19:54:00;1486.0;Hearts of Iron IV;Grande Stratégie
Total War : WARHAMMER II - Mise à jour « Reprisal » et sortie du mode Laboratoire;https://www.mundusbellicus.fr/554446-total-war-warhammer-ii-mise-a-jour-reprisal-et-sortie-du-mode-laboratoire;ALG;2017-12-15 15:11:00;1845.0;Total War : Warhammer II;Total War
Stellaris - Carnet de développement n°98 : Le Bureau de l’Amirauté;https://www.mundusbellicus.fr/554399-stellaris-carnet-de-developpement-n98-le-bureau-de-l-amiraute;Vilcoyote;2017-12-14 20:39:00;2023.0;Stellaris;Grande Stratégie
Mount & Blade II : Bannerlord - Carnet de développement n°35 : La Sturgie;https://www.mundusbellicus.fr/554368-mount-and-blade-ii-bannerlord-carnet-de-developpement-no-35-la-sturgie;ALG;2017-12-14 14:29:00;1253.0;Mount & Blade II : Bannerlord;RPG
Europa Universalis IV - Sortie du patch 1.24 Japan !;https://www.mundusbellicus.fr/554230-europa-universalis-iv-sortie-du-patch-1-24-japan;DiderLord;2017-12-12 17:42:00;1162.0;Europa Universalis IV;Grande Stratégie
Actu Mensuelle de Mundus - Novembre 2017;https://www.mundusbellicus.fr/554223-actu-mensuelle-de-mundus-novembre-2017;CptSparke;2017-12-12 16:58:00;350.0;;
Mount & Blade II : Bannerlord - Carnet de développement n°34 : Entretien avec Koray Kiyakoglu;https://www.mundusbellicus.fr/554180-mount-and-blade-ii-bannerlord-carnet-de-developpement-n-34-entretien-avec-koray-kiyakoglu;ALG;2017-12-12 00:55:00;542.0;Mount & Blade II : Bannerlord;RPG
Thrones of Britannia - A Total War Saga : dévoilement de la Carte de campagne;https://www.mundusbellicus.fr/554167-thrones-of-britannia-a-total-war-saga-devoilement-de-la-carte-de-campagne;ALG;2017-12-11 22:46:00;2470.0;;
Total War : WARHAMMER II - Le Laboratoire : F.A.Q.;https://www.mundusbellicus.fr/553903-total-war-warhammer-ii-the-laboratory-faq;Lord Perhaps On The Roof;2017-12-09 00:32:00;1374.0;Total War : Warhammer II;Total War
Hearts of Iron IV - Carnet de développement du 6 Décembre 2017;https://www.mundusbellicus.fr/553883-hearts-of-iron-iv-carnet-de-developpement-du-6-decembre-2017;Limse;2017-12-08 19:26:00;1058.0;Hearts of Iron IV;Grande Stratégie
Europa Universalis IV - Carnet de développement du 5 Décembre;https://www.mundusbellicus.fr/553733-europa-universalis-iv-carnet-de-developpement-du-5-decembre;DiderLord;2017-12-08 16:19:00;1233.0;Europa Universalis IV;Grande Stratégie
Stellaris - Carnet de développement n°97 : Mise à jour « Cherryh » & la progression technologique 2.0;https://www.mundusbellicus.fr/553841-stellaris-carnet-de-developpement-no-97-mise-a-jour-cherryh-la-progression-technologique-2-0;Vilcoyote;2017-12-08 02:06:00;2019.0;Stellaris;Grande Stratégie
Total War : WARHAMMER II - Carnet de développement et mode Laboratoire;https://www.mundusbellicus.fr/553825-total-war-warhammer-ii-carnet-de-developpement-et-mode-laboratoire;Lord Perhaps On The Roof;2017-12-07 22:01:00;779.0;Total War : Warhammer II;Total War
Thrones of Britannia - A Total War Saga : F.A.Q.;https://www.mundusbellicus.fr/553605-thrones-of-britannia-a-total-war-saga-faq;ALG;2017-12-05 17:14:00;923.0;;
Stellaris - Carnet de développement n°96 : L’empilement de l’apocalypse et refonte des modèles de vaisseaux.;https://www.mundusbellicus.fr/553381-stellaris-carnet-de-developpement-n96-l-empilement-de-l-apocalypse-et-refonte-des-modele-de-vaisseaux;Vilcoyote;2017-12-02 01:41:00;3051.0;Stellaris;Grande Stratégie
Hearts of Iron IV - Carnets de développement du 22 et 29 Novembre 2017;https://www.mundusbellicus.fr/553363-hearts-of-iron-iv-carnets-de-developpement-du-22-et-29-novembre-2017;Limse;2017-12-01 21:43:00;1700.0;Hearts of Iron IV;Grande Stratégie
Total War : Rome II - Sortie du DLC « Empire Divisé » (Empire Divided);https://www.mundusbellicus.fr/553243-total-war-rome-ii-sortie-du-dlc-empire-divisé-empire-divided;Lord Perhaps On The Roof;2017-11-30 15:48:00;1444.0;;
Europa Universalis IV - Carnet de développement du 28 Novembre;https://www.mundusbellicus.fr/553176-europa-universalis-iv-carnet-de-developpement-du-28-novembre;DiderLord;2017-11-29 15:34:00;1213.0;Europa Universalis IV;Grande Stratégie
Test - Dominions 5 : Warriors of the Faith;https://www.mundusbellicus.fr/553026-test-dominions-5-warriors-of-the-faith;CptSparke;2017-11-27 14:46:00;803.0;;
Stellaris, carnet de développement n°95 : Le pack des espèces humanoïdes.;https://www.mundusbellicus.fr/552787-stellaris-carnet-de-developpement-n95-le-pack-des-especes-humanoides;Vilcoyote;2017-11-24 01:27:00;1574.0;Stellaris;Grande Stratégie
Europa Universalis IV - Carnet de développement du 21 Novembre;https://www.mundusbellicus.fr/552581-europa-universalis-iv-carnet-de-developpement-du-21-novembre;DiderLord;2017-11-22 17:21:00;845.0;Europa Universalis IV;Grande Stratégie
Quoi de neuf pour Total War Warhammer II - Foundation & Reprisal Updates;https://www.mundusbellicus.fr/552583-quoi-de-neuf-pour-total-war-warhammer-ii-foundation-reprisal-updates;Lord Perhaps On The Roof;2017-11-22 16:12:00;1440.0;;
Hearts of Iron IV - Carnet de développement du 15 Novembre 2017;https://www.mundusbellicus.fr/552145-hearts-of-iron-iv-carnet-de-developpement-du-15-novembre-2017;Limse;2017-11-17 19:57:00;1368.0;Hearts of Iron IV;Grande Stratégie
Thrones of Britannia - Carnet de développement : pourquoi 878 AD ?;https://www.mundusbellicus.fr/552103-thrones-of-britannia-carnet-de-developpement-pourquoi-878-ad;Lord Perhaps On The Roof;2017-11-17 10:55:00;899.0;;
Stellaris, carnet des développement n°94 : Traits d’ascension et exploration dans la version “Cherryh”;https://www.mundusbellicus.fr/552071-stellaris-carnet-de-developpement-n°94-traits-d-ascensions-et-exploration-dans-la-version-cherryh;Vilcoyote;2017-11-16 20:18:00;1688.0;Stellaris;Grande Stratégie
A Total War Saga - Thrones of Britannia;https://www.mundusbellicus.fr/551891-a-total-war-saga-thrones-of-britannia;Lord Perhaps On The Roof;2017-11-14 23:26:00;5199.0;;
Hearts of Iron IV - Carnet de développement du 8 Novembre 2017;https://www.mundusbellicus.fr/551671-hearts-of-iron-iv-carnet-de-developpement-du-8-novembre-2017;Limse;2017-11-12 12:21:00;1466.0;Hearts of Iron IV;Grande Stratégie
Stellaris, carnet de développement n°93 : Revendications, guerres et paix.;https://www.mundusbellicus.fr/551539-stellaris-carnet-de-developpement-n93-revendications-guerres-et-paix;Vilcoyote;2017-11-10 01:47:00;11505.0;Stellaris;Grande Stratégie
Rome II Total War - un nouveau DLC et un Free-LC (Empire Divided & Power and Politics);https://www.mundusbellicus.fr/551468-rome-ii-total-war-un-nouveau-dlc-et-un-free-lc-empire-divided-power-and-politics;Lord Perhaps On The Roof;2017-11-08 20:07:00;2345.0;;
Mortal Empires - Patch Invasions chaotiques;https://www.mundusbellicus.fr/551433-mortal-empires-patch-invasions-chaotiques;Lord Perhaps On The Roof;2017-11-08 12:17:00;3160.0;;
Europa Universalis IV - Carnet de développement du 7 Novembre;https://www.mundusbellicus.fr/551412-europa-universalis-iv-carnet-de-developpement-du-7-novembre;DiderLord;2017-11-07 20:16:00;1517.0;Europa Universalis IV;Grande Stratégie
Actu Mundus - Octobre 2017;https://www.mundusbellicus.fr/551301-actu-mundus-octobre-2017;CptSparke;2017-11-04 23:51:00;430.0;;
Stellaris, carnet de développement n°92: Voyages plus rapide que la lumière et singularités galactiques.;https://www.mundusbellicus.fr/551248-stellaris-carnet-de-developpement-no92-voyages-plus-rapide-que-la-lumiere-et-singularites-galactiques;Vilcoyote;2017-11-04 02:03:00;3329.0;Stellaris;Grande Stratégie
Test - ELEX, partie 2;https://www.mundusbellicus.fr/551211-test-elex-partie-2;CptSparke;2017-11-03 16:18:00;468.0;;
Mount & Blade II : Bannerlord - Carnet de développement n°29 : « la Physique des Armes - Partie 1 »;https://www.mundusbellicus.fr/551137-mount-and-blade-ii-bannerlord-carnet-de-developpement-no-29-la-physique-des-armes-partie-1;ALG;2017-11-02 15:41:00;1475.0;Mount & Blade II : Bannerlord;RPG
Hearts of Iron IV - Carnet de développement du 1er Novembre 2017;https://www.mundusbellicus.fr/551084-hearts-of-iron-iv-carnet-de-developpement-du-1er-novembre-2017;Limse;2017-11-01 20:34:00;1452.0;Hearts of Iron IV;Grande Stratégie
Total War Historique - nouveau pack de campagne, nouvelle extension, nouveau titre !;https://www.mundusbellicus.fr/551040-total-war-historique-nouveau-pack-de-campagne-nouvelle-extension-nouveau-titre;ALG;2017-11-01 16:32:00;2486.0;;
Europa Universalis IV - Carnet de développement du 31 Octobre;https://www.mundusbellicus.fr/551005-europa-universalis-iv-carnet-de-developpement-du-31-octobre;DiderLord;2017-11-01 00:38:00;1203.0;Europa Universalis IV;Grande Stratégie
Radious Total War Mod version Total War : WARHAMMER II - Mise à jour des Elfes Noirs;https://www.mundusbellicus.fr/550865-total-war-warhammer-2-mise-a-jour-du-radious-total-war-mod-pour-les-elfes-noirs;Lord Perhaps On The Roof;2017-10-29 01:52:00;914.0;Total War : Warhammer II;Total War
Stellaris - Carnet des développeurs n°91 : Les Stations Stellaires.;https://www.mundusbellicus.fr/550794-stellaris-carnet-des-developpeurs-no-91-les-stations-stellaires;Vilcoyote;2017-10-28 04:04:00;6662.0;Stellaris;Grande Stratégie
Europa Barbarorum II - sortie v2.3;https://www.mundusbellicus.fr/550722-medieval-ii-total-war-mod-europa-barbarorum-ii-sortie-v2-3;ALG;2017-10-27 02:27:00;1279.0;;
Le Free-LC « Empires Mortels » (Mortal Empires) de Total War : WARHAMMER II est disponible !;https://www.mundusbellicus.fr/550683-le-free-lc-empires-mortels-mortal-empires-de-total-war-warhammer-ii-est-disponible;ALG;2017-10-26 15:09:00;11227.0;Total War : Warhammer II;Total War
Mount & Blade II : Bannerlord - Carnet de développement n°28 : « Entretien avec Gökalp Doğan »;https://www.mundusbellicus.fr/550681-mount-and-blade-ii-bannerlord-carnet-de-developpement-no28-entretien-avec-gokalp-dogan;ALG;2017-10-26 13:48:00;634.0;Mount & Blade II : Bannerlord;RPG
Hearts of Iron IV - Carnet de développement du 25 Octobre 2017;https://www.mundusbellicus.fr/550660-hearts-of-iron-iv-carnet-de-developpement-du-25-octobre-2017;Limse;2017-10-25 19:16:00;965.0;Hearts of Iron IV;Grande Stratégie
Test - ELEX (partie 1);https://www.mundusbellicus.fr/550616-test-elex-partie-1;CptSparke;2017-10-24 18:11:00;571.0;;
Europa Universalis IV - Carnet de développement du 24 Octobre;https://www.mundusbellicus.fr/550612-europa-universalis-iv-carnet-de-developpement-du-24-octobre;DiderLord;2017-10-24 15:59:00;1219.0;Europa Universalis IV;Grande Stratégie
Découvrez le Radious Total War Mod pour Total War : WARHAMMER II;https://www.mundusbellicus.fr/550599-radious-total-war-warhammer-ii-premiere-mise-a-jour;Lord Perhaps On The Roof;2017-10-24 10:37:00;1298.0;Total War : Warhammer II;Total War
Total War : WARHAMMER II : Coup d'oeil sur la carte du DLC « Empires Mortels » (Mortal Empires);https://www.mundusbellicus.fr/550517-total-war-warhammer-ii-coup-d-oeil-sur-la-carte-du-dlc-empires-mortels-mortal-empires;ALG;2017-10-22 20:16:00;4110.0;Total War : Warhammer II;Total War
Hearts of Iron IV - Carnet de développement du 18 Octobre 2017;https://www.mundusbellicus.fr/550371-hearts-of-iron-iv-carnet-de-developpement-du-18-octobre-2017;Limse;2017-10-20 15:12:00;2055.0;Hearts of Iron IV;Grande Stratégie
Stellaris - Carnet des développeurs n°90 : Bande-son officielle;https://www.mundusbellicus.fr/550328-stellaris-carnet-des-developpeurs-no-90-bande-son-officielle;Vilcoyote;2017-10-19 23:33:00;350.0;Stellaris;Grande Stratégie
Total War : WARHAMMER II - Bande-annonce du Free-LC « Empires Mortels » (Mortal Empires);https://www.mundusbellicus.fr/550288-total-war-warhammer-ii-bande-annonce-du-free-lc-empires-mortels-dlc-mortal-empires;ALG;2017-10-19 15:44:00;598.0;Total War : Warhammer II;Total War
Mount & Blade II : Bannerlord - Carnet de développement n°27 : « la Battania »;https://www.mundusbellicus.fr/550285-mount-and-blade-ii-bannerlord-carnet-de-developpement-no-27-la-battania;ALG;2017-10-19 15:23:00;1669.0;Mount & Blade II : Bannerlord;RPG
Rise of Mordor - statut du mod;https://www.mundusbellicus.fr/550189-total-war-attila-mod-rise-of-mordor-statut;ALG;2017-10-17 21:07:00;1251.0;;
Europa Universalis IV - Carnet de développement du 17 Octobre;https://www.mundusbellicus.fr/550183-europa-universalis-iv-carnet-de-developpement-du-17-octobre;DiderLord;2017-10-17 20:23:00;1099.0;Europa Universalis IV;Grande Stratégie
