title;url;author;date;views;game;game_type
Crusader Kings 3 : Vision de Royal Court;https://www.mundusbellicus.fr/601731-crusader-kings-3-vision-de-royal-court;Mouchi;2021-05-24 15:16:00;2025.0;Crusader Kings 3;Grande Stratégie
Going Medieval - Enquête post-bêta;https://www.mundusbellicus.fr/601725-going-medieval-enquete-post-beta;Ancient Egypt Fan;2021-05-24 13:53:00;122.0;Going Medieval;Gestion
Paradox annonce Crusader Kings III, Royal Court.;https://www.mundusbellicus.fr/601722-paradox-annonce-crusader-kings-iii-royal-court;Vilcoyote;2021-05-24 13:41:00;252.0;Crusader Kings 3;Grande Stratégie
Victoria III - Annonce de la PdxCon 2021 !;https://www.mundusbellicus.fr/601589-victoria-iii-annonce-de-la-pdxcon-2021;Limse;2021-05-22 20:24:00;2012.0;Victoria 3;Grande Stratégie
Carnet de développement HOI4 1.11 Barbarossa : Les États Baltes 2/2.;https://www.mundusbellicus.fr/601628-carnet-de-developpement-hoi4-1-11-barbarossa-les-etats-baltes-2-2;Vilcoyote;2021-05-22 20:23:00;449.0;Hearts of Iron IV;Grande Stratégie
House Flipper - Pets DLC - Carnet de développement #1;https://www.mundusbellicus.fr/601625-house-flipper-pets-dlc-carnet-de-developpement-1;Ancient Egypt Fan;2021-05-22 19:37:00;176.0;;
Going Medieval - Sortie de la Bêta;https://www.mundusbellicus.fr/601563-going-medieval-sortie-de-la-beta;Ancient Egypt Fan;2021-05-21 15:30:00;164.0;Going Medieval;Gestion
Builders of China - Carnet de Développement N°9;https://www.mundusbellicus.fr/601562-builders-of-china-carnet-de-developpement-n9;Ancient Egypt Fan;2021-05-21 15:18:00;72.0;Builders of China;Gestion
Chernobyl Liquidators Simulator - Carnet de développement n°38;https://www.mundusbellicus.fr/601561-chernobyl-liquidators-simulator-carnet-de-developpement-n38;Ancient Egypt Fan;2021-05-21 14:55:00;30.0;Chernobyl Liquidators Simulator;Gestion
Builder Simulator - Carnet de Développement N°11;https://www.mundusbellicus.fr/601559-builder-simulator-carnet-de-developpement-n11;Ancient Egypt Fan;2021-05-21 14:41:00;28.0;Builder Simulator;Gestion
Europa Universalis IV - le patch 1.31.4 Majapahit disponible en Bêta;https://www.mundusbellicus.fr/601551-europa-universalis-iv-le-patch-1-31-4-majapahit-disponible-en-beta;AcidePrussique;2021-05-21 11:03:00;417.0;Europa Universalis IV;Grande Stratégie
Field of Glory II : Medieval - Reconquista disponible;https://www.mundusbellicus.fr/601544-field-of-glory-ii-medieval-reconquista-disponible;Foeurdr;2021-05-21 00:03:00;156.0;Field of Glory II : Medieval;Stratégie Tour par Tour
Builders of Egypt - Début de la bêta fermée;https://www.mundusbellicus.fr/601540-builders-of-egypt-debut-de-la-beta-fermee;Ancient Egypt Fan;2021-05-20 21:10:00;78.0;Builders of Egypt;Gestion
Frozenheim - Sortie Accès Anticipé;https://www.mundusbellicus.fr/601539-frozenheim-sortie-acces-anticipe;Ancient Egypt Fan;2021-05-20 20:46:00;123.0;;
Nebuchadnezzar - Mise à jour 1.2 - Illustration d'un incendie;https://www.mundusbellicus.fr/601537-nebuchadnezzar-mise-a-jour-1-2-illustration-d-un-incendie;Ancient Egypt Fan;2021-05-20 20:34:00;49.0;Nebuchadnezzar;Gestion
Total War : ROME REMASTERED - Patch 2.0.1 en branche bêta;https://www.mundusbellicus.fr/601531-total-war-rome-remastered-patch-2-0-1-en-branche-beta;ALG;2021-05-20 18:16:00;217.0;;
Project Wunderwaffe - Nouvelles de Production #3;https://www.mundusbellicus.fr/601494-project-wunderwaffe-nouvelles-de-production-3;Ancient Egypt Fan;2021-05-19 14:10:00;287.0;Project Wunderwaffe;Gestion
Espresso Tycoon - Carnet de Développement Vidéo;https://www.mundusbellicus.fr/601486-espresso-tycoon-carnet-de-developpement-video;Ancient Egypt Fan;2021-05-19 11:35:00;89.0;Espresso Tycoon;Gestion
Pizza Simulator - Carnet de Développement N°5;https://www.mundusbellicus.fr/601483-pizza-simulator-carnet-de-developpement-n5;Ancient Egypt Fan;2021-05-19 11:00:00;60.0;Pizza Simulator;Gestion
Crusader Kings 3 : Le coût de la guerre;https://www.mundusbellicus.fr/601479-crusader-kings-3-le-coût-de-la-guerre;Mouchi;2021-05-18 20:01:00;596.0;Crusader Kings 3;Grande Stratégie
Wargame Red Dragon : L'Afrique du Sud, Véhicules et Aviation.;https://www.mundusbellicus.fr/601466-wargame-red-dragon-l-afrique-du-sud-vehicules-et-aviation;Vilcoyote;2021-05-18 01:24:00;160.0;Wargame Red Dragon;STR
Carnet de développement HOI4 1.11 Barbarossa : Les États Baltes 1/2 et la Pologne 3/2.;https://www.mundusbellicus.fr/601461-carnet-de-developpement-hoi4-1-11-barbarossa-les-etats-baltes-1-2-et-la-pologne-3-2;Vilcoyote;2021-05-17 22:58:00;372.0;Hearts of Iron IV;Grande Stratégie
Total War : WARHAMMER III – Liste d’unités de Kislev;https://www.mundusbellicus.fr/601434-total-war-warhammer-iii-liste-unites-de-kislev-roster;Lord Perhaps On The Roof;2021-05-16 21:41:00;1132.0;Total War : Warhammer II;Total War
Wedding Designer - Carnet de Développement #05.2021;https://www.mundusbellicus.fr/601435-wedding-designer-carnet-de-developpement-05-2021;Ancient Egypt Fan;2021-05-16 19:35:00;47.0;;
RTR : Imperium Surrectum - Sortie v0.1.0;https://www.mundusbellicus.fr/601419-total-war-rome-remastered-mod-rtr-imperium-surrectum-sortie-v0-1-0;ALG;2021-05-16 13:35:00;414.0;;
Fields of History: The Great War - Personnalisation des Navires;https://www.mundusbellicus.fr/601415-fields-of-history-the-great-war-personnalisation-des-navires;Mouchi;2021-05-16 11:20:00;139.0;Fields of History: The Great War;Grande Stratégie
Frozenheim - Annonce Accès Anticipé;https://www.mundusbellicus.fr/601407-frozenheim-annonce-acces-anticipe;Ancient Egypt Fan;2021-05-15 18:23:00;339.0;;
Le mod Divide et Impera est disponible en v1.2.7b;https://www.mundusbellicus.fr/601392-total-war-rome-2-mod-divide-et-impera-est-disponible-en-v1-2-7b;ALG;2021-05-15 11:58:00;489.0;;
Chernobyl Liquidators Simulator - Carnet de développement n°37;https://www.mundusbellicus.fr/601388-chernobyl-liquidators-simulator-carnet-de-developpement-n37;Ancient Egypt Fan;2021-05-15 04:45:00;40.0;Chernobyl Liquidators Simulator;Gestion
Total War : WARHAMMER III – Premier aperçu des mécaniques de jeu;https://www.mundusbellicus.fr/601346-total-war-warhammer-iii-premier-apercu-des-mecaniques-de-jeu;Lord Perhaps On The Roof;2021-05-13 22:54:00;711.0;Total War : Warhammer II;Total War
Total War : WARHAMMER III - Bande-annonce « L'Épreuve du Feu » (Trial by Fire);https://www.mundusbellicus.fr/601305-total-war-warhammer-iii-bande-annonce-epreuve-du-feu-trial-by-fire;ALG;2021-05-12 19:50:00;407.0;Total War : Warhammer II;Total War
Crusader Kings 3 : Prédéfinition fantastiques et où les sauvegarder;https://www.mundusbellicus.fr/601303-crusader-kings-3-predefinition-fantastiques-et-ou-les-sauvegarder;Mouchi;2021-05-12 19:38:00;531.0;Crusader Kings 3;Grande Stratégie
Europa Universalis IV - Patch 1.31.3 Majapahit;https://www.mundusbellicus.fr/601285-europa-universalis-iv-patch-1-31-3-majapahit;AcidePrussique;2021-05-12 14:59:00;534.0;Europa Universalis IV;Grande Stratégie
Timberborn - Jouez la démo dans votre langue;https://www.mundusbellicus.fr/601279-timberborn-jouez-la-demo-dans-votre-langue;Ancient Egypt Fan;2021-05-12 13:45:00;79.0;Timberborn;Gestion
Stellaris, carnet des développeurs n°211 : 3.0.3 en évolution.;https://www.mundusbellicus.fr/601215-stellaris-carnet-des-developpeurs-n-211-3-0-3-en-evolution;Vilcoyote;2021-05-11 01:16:00;498.0;Stellaris;Grande Stratégie
Carnet de développement HOI4 1.11 Barbarossa: Concepteur de chars;https://www.mundusbellicus.fr/601224-carnet-de-développement-hoi4-1-11-barbarossa-concepteur-de-chars;Sinake;2021-05-11 00:08:00;527.0;Hearts of Iron IV;Grande Stratégie
Le mod Ancient Empires pour Total War : Attila est disponible en v2.0;https://www.mundusbellicus.fr/601199-mod-ancient-empires-pour-total-war-attila-est-disponible-en-v2-0;ALG;2021-05-10 16:10:00;580.0;;
Carnet de développement HOI4 1.11 Barbarossa : La Pologne (2/2);https://www.mundusbellicus.fr/601187-carnet-de-developpement-hoi4-1-11-barbarossa-la-pologne-2-2;Sinake;2021-05-10 10:44:00;460.0;Hearts of Iron IV;Grande Stratégie
Annonce de Total FOTS : Carlist Wars - French Conquest of Algeria pour Shogun 2;https://www.mundusbellicus.fr/601178-annonce-mod-total-fots-carlist-wars-french-conquest-of-algeria-total-war-shogun-2;ALG;2021-05-10 07:28:00;321.0;;
Annonce de RTR : Imperium Surrectum pour Total War : ROME REMASTERED;https://www.mundusbellicus.fr/601153-annonce-mod-rtr-imperium-surrectum-total-war-rome-remastered;ALG;2021-05-09 19:38:00;430.0;;
Mod The Great War VI - Aperçu de la France;https://www.mundusbellicus.fr/601132-mod-the-great-war-vi-apercu-de-la-france;ALG;2021-05-09 03:20:00;462.0;;
Carnet de développement HOI4 1.11 Barbarossa: changements du système de combat;https://www.mundusbellicus.fr/601124-carnet-de-developpement-hoi4-1-11-barbarossa-changements-du-systeme-de-combat;Sinake;2021-05-08 19:47:00;708.0;Hearts of Iron IV;Grande Stratégie
Diarium Strategorum - 23ème édition - Le Journal des Stratèges : avril 2021;https://www.mundusbellicus.fr/601093-diarium-strategorum-journal-des-strateges-edition-23-avril-2021;CptSparke;2021-05-08 03:39:00;557.0;Diarium Strategorum;
Pizza Simulator - Carnet de Développement N°4;https://www.mundusbellicus.fr/601102-pizza-simulator-carnet-de-developpement-n4;Ancient Egypt Fan;2021-05-08 00:15:00;79.0;Pizza Simulator;Gestion
Carnet de développement HOI4 1.11 Barbarossa : La Pologne (1/2);https://www.mundusbellicus.fr/601070-carnet-de-developpement-hoi4-1-11-barbarossa-la-pologne-1-2;Sinake;2021-05-07 23:39:00;488.0;Hearts of Iron IV;Grande Stratégie
Builders of Egypt - Bêta fermée;https://www.mundusbellicus.fr/601088-builders-of-egypt-beta-fermee;Ancient Egypt Fan;2021-05-07 18:34:00;144.0;Builders of Egypt;Gestion
Espresso Tycoon - Carnet de Développement N°3;https://www.mundusbellicus.fr/601084-espresso-tycoon-carnet-de-developpement-n3;Ancient Egypt Fan;2021-05-07 18:11:00;54.0;Espresso Tycoon;Gestion
Chernobyl Liquidators Simulator - Résumé des tests de jeu !;https://www.mundusbellicus.fr/601080-chernobyl-liquidators-simulator-resume-des-playtests;Ancient Egypt Fan;2021-05-07 16:42:00;34.0;Chernobyl Liquidators Simulator;Gestion
Total War : THREE KINGDOMS - Patch 1.7.1 disponible en branche bêta;https://www.mundusbellicus.fr/601059-total-war-three-kingdoms-patch-1-7-1-disponible-en-branche-beta;ALG;2021-05-06 23:56:00;218.0;;
Total War : WARHAMMER III - Fuites et expérience de jeu;https://www.mundusbellicus.fr/601051-total-war-warhammer-iii-fuites-et-experience-de-jeu;Lord Perhaps On The Roof;2021-05-06 21:08:00;931.0;Total War : Warhammer II;Total War
Going Medieval - Date de sortie et annonce de la bêta;https://www.mundusbellicus.fr/601042-going-medieval-date-de-sortie-et-annonce-de-la-beta;Ancient Egypt Fan;2021-05-06 19:09:00;183.0;Going Medieval;Gestion
Wargame Red Dragon : L'Afrique du Sud, focus sur l'infanterie.;https://www.mundusbellicus.fr/601011-wargame-red-dragon-l-afrique-du-sud-focus-sur-l-infanterie;Vilcoyote;2021-05-06 01:05:00;176.0;Wargame Red Dragon;STR
Distant Kingdoms - Accès anticipé disponible dès maintenant !;https://www.mundusbellicus.fr/601002-distant-kingdoms-acces-anticipe-disponible-des-maintenant;Ancient Egypt Fan;2021-05-05 19:14:00;134.0;Distant Kingdoms;Gestion
Builders of Egypt - Carnet de Développement #20;https://www.mundusbellicus.fr/601000-builders-of-egypt-carnet-de-developpement-20;Ancient Egypt Fan;2021-05-05 18:28:00;102.0;Builders of Egypt;Gestion
Total War : WARHAMMER III - Accroche vidéo et bandes annonces le 13 mai prochain !;https://www.mundusbellicus.fr/600990-total-war-warhammer-iii-accroche-video-et-bandes-annonces-le-13-mai-prochain;ALG;2021-05-05 16:12:00;306.0;Total War : Warhammer II;Total War
Mod Bulat Steel - Sortie v2.1.5 Final;https://www.mundusbellicus.fr/600986-mod-bulat-steel-sortie-v2-1-5-final;ALG;2021-05-05 14:30:00;210.0;;
Mod Call of Warhammer : Beginning of the End Times - A New Beginning;https://www.mundusbellicus.fr/600965-mod-call-of-warhammer-beginning-of-the-end-times-a-new-beginning;ALG;2021-05-05 00:00:00;366.0;;
Carnet de développement HOI4 1.11 Barbarossa : le ravitaillement par le train.;https://www.mundusbellicus.fr/600961-carnet-de-developpement-hoi4-1-11-barbarossa-le-ravitaillement-par-le-train;Vilcoyote;2021-05-04 23:42:00;514.0;Hearts of Iron IV;Grande Stratégie
Crusader Kings 3 : Stresser les traits;https://www.mundusbellicus.fr/600954-crusader-kings-3-stresser-les-traits;Mouchi;2021-05-04 20:30:00;483.0;Crusader Kings 3;Grande Stratégie
Shokuho - Carnet mensuel d'avril 2021;https://www.mundusbellicus.fr/600925-shokuho-carnet-mensuel-avril-2021;ALG;2021-05-04 05:31:00;288.0;;
Europa Universalis IV - Patch 1.31.2 Majapahit;https://www.mundusbellicus.fr/600900-europa-universalis-iv-patch-1-31-2-majapahit;AcidePrussique;2021-05-03 17:21:00;458.0;Europa Universalis IV;Grande Stratégie
Nebuchadnezzar - La mise à jour 1.2 arrive;https://www.mundusbellicus.fr/600897-nebuchadnezzar-la-mise-a-jour-1-2-arrive;Ancient Egypt Fan;2021-05-03 15:45:00;93.0;Nebuchadnezzar;Gestion
Wargame Red Dragon : Une nouvelle nation, l'Afrique du Sud.;https://www.mundusbellicus.fr/600880-wargame-red-dragon-une-nouvelle-nation-l-afrique-du-sud;Vilcoyote;2021-05-03 01:04:00;395.0;Wargame Red Dragon;STR
Mod The Old World - Carnet mensuel : avril 2021;https://www.mundusbellicus.fr/600821-mod-the-old-world-carnet-mensuel-avril-2021;ALG;2021-05-02 01:43:00;660.0;;
Total War : ROME REMASTERED - Sortie et premiers avis sur le jeu;https://www.mundusbellicus.fr/600773-total-war-rome-remastered-sortie-et-premiers-avis-sur-le-jeu;ALG;2021-04-30 16:52:00;730.0;;
"Stellaris, carnet des développeurs n°208 : ""Dick"" avec Nemesis, les notes de la mise à jour.";https://www.mundusbellicus.fr/599960-stellaris-carnet-des-developpeurs-n-208-et-209-dick-avec-nemesis-les-notes-de-la-mise-a-jour;Vilcoyote;2021-04-30 00:29:00;1157.0;Stellaris;Grande Stratégie
Stadium Renovator - Carnet de Développement #7;https://www.mundusbellicus.fr/600709-stadium-renovator-carnet-de-developpement-7;Ancient Egypt Fan;2021-04-29 13:54:00;66.0;Stadium Renovator;Gestion
Europa Universalis IV - Sortie de Leviathan et Premier Patch;https://www.mundusbellicus.fr/600695-europa-universalis-iv-sortie-de-leviathan-et-premier-patch;AcidePrussique;2021-04-29 00:23:00;863.0;Europa Universalis IV;Grande Stratégie
Farm Manager 2021 - Nouvelle Date de Sortie;https://www.mundusbellicus.fr/600663-farm-manager-2021-nouvelle-date-de-sortie;Ancient Egypt Fan;2021-04-28 19:56:00;27.0;;
Chernobyl Liquidators Simulator - Mise à jour du Playtest;https://www.mundusbellicus.fr/600662-chernobyl-liquidators-simulator-mise-a-jour-du-playtest;Ancient Egypt Fan;2021-04-28 19:45:00;35.0;Chernobyl Liquidators Simulator;Gestion
Découvrez le mod Bretwalda pour Mount & Blade II : Bannerlord;https://www.mundusbellicus.fr/600650-decouvrez-le-mod-bretwalda-pour-mount-and-blade-ii-bannerlord;ALG;2021-04-28 17:47:00;390.0;Mount & Blade II : Bannerlord;RPG
Patron - Nouvelles;https://www.mundusbellicus.fr/600633-patron-nouvelles;Ancient Egypt Fan;2021-04-28 15:59:00;93.0;Patron;Gestion
Patron - Ressources et Chaînes de Production;https://www.mundusbellicus.fr/600627-patron-ressources-et-chaines-de-production;Ancient Egypt Fan;2021-04-28 15:46:00;134.0;Patron;Gestion
Total War : ROME REMASTERED - Préchargement du jeu débuté et autres infos;https://www.mundusbellicus.fr/600582-total-war-rome-remastered-prechargement-du-jeu-debute-et-autres-infos;ALG;2021-04-28 01:02:00;274.0;;
Crusader Kings 3 : Un été mouvementé;https://www.mundusbellicus.fr/600575-crusader-kings-3-un-ete-mouvemente;Mouchi;2021-04-27 19:57:00;448.0;Crusader Kings 3;Grande Stratégie
Farm Manager 2021 - Date de Sortie;https://www.mundusbellicus.fr/600541-farm-manager-2021-date-de-sortie;Ancient Egypt Fan;2021-04-26 13:35:00;102.0;;
Chernobyl Liquidators Simulator - Annonce du Playtest;https://www.mundusbellicus.fr/600526-chernobyl-liquidators-simulator-annonce-du-playtest;Ancient Egypt Fan;2021-04-26 00:23:00;65.0;Chernobyl Liquidators Simulator;Gestion
Stellaris, carnet des développeurs n°210 : Essais post-Nemesis.;https://www.mundusbellicus.fr/600511-stellaris-carnet-des-développeurs-n-210-essais-post-nemesis;Vilcoyote;2021-04-25 14:05:00;407.0;Stellaris;Grande Stratégie
Humankind - OpenDev Victor;https://www.mundusbellicus.fr/600505-humankind-opendev-victor;Mouchi;2021-04-25 11:00:00;356.0;Humankind;4X
Going Medieval - Mise à Jour Avril 2021;https://www.mundusbellicus.fr/600430-going-medieval-mise-a-jour-avril-2021;Ancient Egypt Fan;2021-04-23 15:11:00;521.0;Going Medieval;Gestion
Builders of China - Carnet de Développement N°8;https://www.mundusbellicus.fr/600429-builders-of-china-carnet-de-developpement-n8;Ancient Egypt Fan;2021-04-23 14:04:00;133.0;Builders of China;Gestion
Builder Simulator - Carnet de Développement N°10;https://www.mundusbellicus.fr/600428-builder-simulator-carnet-de-developpement-n10;Ancient Egypt Fan;2021-04-23 13:50:00;93.0;Builder Simulator;Gestion
Supermarket Manager - Carnet de Développement N°9;https://www.mundusbellicus.fr/600427-supermarket-manager-carnet-de-developpement-n9;Ancient Egypt Fan;2021-04-23 13:38:00;60.0;Supermarket Manager;Gestion
Total War : WARHAMMER II - Patch 1.11.1;https://www.mundusbellicus.fr/600408-total-war-warhammer-ii-patch-1-11-1;ALG;2021-04-22 19:22:00;379.0;Total War : Warhammer II;Total War
A Total War Saga : Troy - Patch 1.5.1.1;https://www.mundusbellicus.fr/600400-a-total-war-saga-troy-patch-1-5-1-1;ALG;2021-04-22 15:13:00;273.0;;
Mod Divide & Conquer - sortie version 4.6;https://www.mundusbellicus.fr/600352-mod-divide-and-conquer-sortie-version-4-6;ALG;2021-04-21 15:02:00;1631.0;;
Crusader Kings 3 : Un été azure;https://www.mundusbellicus.fr/600332-crusader-kings-3-un-ete-azure;Mouchi;2021-04-20 20:02:00;631.0;Crusader Kings 3;Grande Stratégie
Europa Universalis IV - Notes de mise à jour du patch 1.31;https://www.mundusbellicus.fr/600317-europa-universalis-iv-notes-de-mise-a-jour-du-patch-1-31;AcidePrussique;2021-04-20 11:20:00;1108.0;Europa Universalis IV;Grande Stratégie
Chernobyl Liquidators Simulator - Carnet de développement n°36;https://www.mundusbellicus.fr/600247-chernobyl-liquidators-simulator-carnet-de-developpement-36;Ancient Egypt Fan;2021-04-17 13:45:00;76.0;Chernobyl Liquidators Simulator;Gestion
Nouvelle mise à jour d'Age of Empires Online : les Romains !;https://www.mundusbellicus.fr/600203-nouvelle-mise-a-jour-age-of-empires-online-les-romains;ALG;2021-04-16 02:27:00;253.0;;
Faerûn : Total War - Aperçu de la version 0.3;https://www.mundusbellicus.fr/600172-mod-faerun-total-war-apercu-de-la-version-0-3;ALG;2021-04-15 14:23:00;259.0;;
Europa Universalis IV - Leviathan - Une première liste des Monuments;https://www.mundusbellicus.fr/600166-europa-universalis-iv-leviathan-une-premiere-liste-des-monuments;AcidePrussique;2021-04-14 23:54:00;1867.0;Europa Universalis IV;Grande Stratégie
Europa Universalis IV - Leviathan - Plus d'infos sur les nouveautés en Amérique;https://www.mundusbellicus.fr/600145-europa-universalis-iv-leviathan-plus-d-infos-sur-les-nouveautes-en-amerique;AcidePrussique;2021-04-14 17:18:00;676.0;Europa Universalis IV;Grande Stratégie
Hellish Quart : mini aventures et customisation;https://www.mundusbellicus.fr/600126-hellish-quart-mini-aventures-et-customisation;Foeurdr;2021-04-13 17:09:00;148.0;Hellish quart;RPG
Sortie de Silmarillion : Total War - Édition Nirnaeth Arnoediad;https://www.mundusbellicus.fr/600056-sortie-mod-silmarillion-total-war-edition-nirnaeth-arnoediad;ALG;2021-04-11 16:17:00;484.0;;
Nouvelle version du mod Bannerlord Online compatible avec Mount & Blade II : Bannerlord v1.5.9;https://www.mundusbellicus.fr/600054-nouvelle-version-du-mod-bannerlord-online-compatible-avec-mount-and-blade-ii-bannerlord-v1-5-9;ALG;2021-04-11 14:41:00;662.0;Mount & Blade II : Bannerlord;RPG
Diarium Strategorum - 22ème édition - Le Journal des Stratèges : mars 2021;https://www.mundusbellicus.fr/600018-diarium-strategorum-journal-des-strateges-edition-22-mars-2021;CptSparke;2021-04-10 19:40:00;681.0;Diarium Strategorum;
Age of Empires IV dévoilé dans une nouvelle bande-annonce !;https://www.mundusbellicus.fr/600015-age-of-empires-iv-devoile-dans-une-nouvelle-bande-annonce;ALG;2021-04-10 18:58:00;677.0;Age of Empires IV;STR
Mod Warcraft : Total War - Sortie version 2.0;https://www.mundusbellicus.fr/600007-mod-warcraft-total-war-sortie-version-2-0;ALG;2021-04-10 17:53:00;306.0;;
Mount & Blade II : Bannerlord - Sortie du patch 1.5.9;https://www.mundusbellicus.fr/600005-mount-and-blade-ii-bannerlord-sortie-du-patch-1-5-9;ALG;2021-04-10 17:39:00;1240.0;Mount & Blade II : Bannerlord;RPG
Chernobyl Liquidators Simulator - Carnet de Développement #35;https://www.mundusbellicus.fr/599968-chernobyl-liquidators-simulator-carnet-de-developpement-35;Ancient Egypt Fan;2021-04-09 15:15:00;81.0;Chernobyl Liquidators Simulator;Gestion
Nebuchadnezzar - Mise à jour 1.1;https://www.mundusbellicus.fr/599948-nebuchadnezzar-mise-a-jour-1-1;Ancient Egypt Fan;2021-04-08 19:37:00;129.0;Nebuchadnezzar;Gestion
Europa Universalis IV - Carnet de développement du 6 Avril 2021;https://www.mundusbellicus.fr/599873-europa-universalis-iv-carnet-de-developpement-du-6-avril-2021;AcidePrussique;2021-04-06 13:35:00;726.0;Europa Universalis IV;Grande Stratégie
Europa Barbarorum II - Sortie version 2.35A;https://www.mundusbellicus.fr/599870-europa-barbarorum-ii-sortie-version-2-35a;ALG;2021-04-06 13:19:00;507.0;;
Field of Glory II : Medieval - Reconquista;https://www.mundusbellicus.fr/599858-field-of-glory-ii-medieval-reconquista;Foeurdr;2021-04-06 00:54:00;371.0;Field of Glory II : Medieval;Stratégie Tour par Tour
Mount & Blade II : Bannerlord - Réponse de Taleworlds à la lettre ouverte des moddeurs;https://www.mundusbellicus.fr/599856-mount-and-blade-ii-bannerlord-reponse-de-taleworlds-a-la-lettre-ouverte-des-moddeurs;ALG;2021-04-06 00:26:00;427.0;Mount & Blade II : Bannerlord;RPG
Chernobyl Liquidators Simulator - Carnet de Développement #34;https://www.mundusbellicus.fr/599803-chernobyl-liquidators-simulator-carnet-de-developpement-34;Ancient Egypt Fan;2021-04-03 17:10:00;111.0;Chernobyl Liquidators Simulator;Gestion
Crusader Kings 3 : Un plan sonore;https://www.mundusbellicus.fr/599782-crusader-kings-3-un-plan-sonore;Mouchi;2021-04-03 09:53:00;318.0;Crusader Kings 3;Grande Stratégie
Chernobyl Liquidators Simulator - Carnet de Développement #33;https://www.mundusbellicus.fr/599780-chernobyl-liquidators-simulator-carnet-de-developpement-33;Ancient Egypt Fan;2021-04-03 09:21:00;73.0;Chernobyl Liquidators Simulator;Gestion
Humankind - Le Pouvoir de la diplomatie;https://www.mundusbellicus.fr/599777-humankind-le-pouvoir-de-la-diplomatie;Mouchi;2021-04-02 19:42:00;587.0;Humankind;4X
Mod The Old World - Carnet mensuel : mars 2021;https://www.mundusbellicus.fr/599769-mod-the-old-world-carnet-mensuel-mars-2021;ALG;2021-04-02 15:36:00;463.0;;
Nebuchadnezzar - Projet de localisation de Nebuchadnezzar;https://www.mundusbellicus.fr/599743-nebuchadnezzar-projet-de-localisation-de-nebuchadnezzar;Ancient Egypt Fan;2021-04-01 21:43:00;86.0;Nebuchadnezzar;Gestion
Timberborn - Demo v20210401 – Catapultes!;https://www.mundusbellicus.fr/599737-timberborn-demo-v20210401-catapultes;Ancient Egypt Fan;2021-04-01 18:15:00;122.0;Timberborn;Gestion
Total War : ROME REMASTERED - Questions/Réponses avec Creative Assembly et Feral Interactive;https://www.mundusbellicus.fr/599691-total-war-rome-remastered-questions-reponses-avec-creative-assembly-et-feral-interactive;ALG;2021-04-01 02:13:00;1008.0;;
Mod Bannerlord Online - Mount & Blade II jouable en multijoueur jusqu'à 1500 joueurs par serveur !;https://www.mundusbellicus.fr/599650-mod-bannerlord-online-mount-blade-ii-bannerlord-mmo-campagne-multijoueur;ALG;2021-03-31 04:37:00;4511.0;Mount & Blade II : Bannerlord;RPG
Mod Tsardoms : Total War - Sortie v1.5;https://www.mundusbellicus.fr/599622-mod-medieval-ii-tsardoms-total-war-sortie-v1-5;ALG;2021-03-30 16:13:00;271.0;;
Europa Universalis IV : Leviathan - Sortie le 27 Avril 2021;https://www.mundusbellicus.fr/599619-europa-universalis-iv-leviathan-sortie-le-27-avril-2021;AcidePrussique;2021-03-30 15:57:00;893.0;Europa Universalis IV;Grande Stratégie
Europa Universalis IV - Carnet de développement du 30 Mars 2021;https://www.mundusbellicus.fr/599612-europa-universalis-iv-carnet-de-developpement-du-30-mars-2021;AcidePrussique;2021-03-30 12:17:00;738.0;Europa Universalis IV;Grande Stratégie
Découvrez l'Antiquité de Calradia dans le mod Calradia Awakens - Eagle Rising;https://www.mundusbellicus.fr/599605-mount-and-blade-2-bannelord-antiquite-romaine-mod-calradia-awakens-eagle-rising;ALG;2021-03-30 03:31:00;487.0;;
Nebuchadnezzar - La mise à jour 1.1 arrive très bientôt !;https://www.mundusbellicus.fr/599597-nebuchadnezzar-la-mise-a-jour-1-1-arrive-tres-bientot;Ancient Egypt Fan;2021-03-29 20:26:00;110.0;Nebuchadnezzar;Gestion
Mod Wars of the Gods pour Total War : Rome II - Sortie v9.9;https://www.mundusbellicus.fr/599587-mod-wars-of-the-gods-pour-total-war-rome-ii-sortie-v9-9;ALG;2021-03-29 14:24:00;472.0;;
Mod Morning Sun pour Total War : Shogun 2 : sortie v3.0;https://www.mundusbellicus.fr/599581-mod-morning-sun-pour-total-war-shogun-2-sortie-v3-0;ALG;2021-03-29 07:34:00;279.0;;
Le mod The Last Airbender : Total War passe en version 0.83;https://www.mundusbellicus.fr/599564-mod-the-last-airbender-total-war-passe-en-version-0-83;ALG;2021-03-28 15:22:00;188.0;;
Crusader Kings 3 : Contenu des Seigneurs du Nord;https://www.mundusbellicus.fr/599531-crusader-kings-3-contenu-des-seigneurs-du-nord;Mouchi;2021-03-27 11:10:00;1658.0;Crusader Kings 3;Grande Stratégie
Humankind - Report au 17 août 2021;https://www.mundusbellicus.fr/599508-humankind-report-au-17-aout-2021;Mouchi;2021-03-26 17:56:00;383.0;Humankind;4X
Total War : ROME REMASTERED - FAQ;https://www.mundusbellicus.fr/599503-total-war-rome-remastered-faq;ALG;2021-03-26 15:52:00;928.0;;
Total War : ROME REMASTERED - Creative Assembly annonce le remaster officiel de Rome : Total War;https://www.mundusbellicus.fr/599469-total-war-rome-remastered-creative-assembly-annonce-remake-officiel-rome-total-war;ALG;2021-03-25 19:30:00;1053.0;Rome : Total War;Total War
