author;date;title;url;views;game;game_type
Mouchi;2022-06-21 20:01:00;Crusader Kings 3 : Stabilisation de la Péninsule Ibérique;https://www.mundusbellicus.fr/612447-crusader-kings-3-stabilisation-de-la-péninsule-ibérique;526;Crusader Kings 3;Grande Stratégie
Ancient Egypt Fan;2022-06-20 22:48:00;Aquatico - Premier trailer de gameplay alpha;https://www.mundusbellicus.fr/612422-aquatico-premier-trailer-de-gameplay-alpha;146;Aquatico;Gestion
Mouchi;2022-06-20 14:41:00;Crusader Kings 3 : Le Programme Bêta;https://www.mundusbellicus.fr/612393-crusader-kings-3-le-programme-beta;185;Crusader Kings 3;Grande Stratégie
Ancient Egypt Fan;2022-06-19 11:48:00;Builders of Greece - Carnet de Développement #3;https://www.mundusbellicus.fr/612312-builders-of-greece-carnet-de-developpement-3;105;Builders of Greece;Gestion
Sinake;2022-06-18 20:30:00;HOI4 : By Blood Alone - Carnet de développement #1 L'Italie;https://www.mundusbellicus.fr/612287-hoi4-by-blood-alone-carnet-de-developpement-1-l-italie;711;Hearts of Iron IV;Grande Stratégie
Ancient Egypt Fan;2022-06-18 13:33:00;WW2 Rebuilder - Carnet de Développement #15;https://www.mundusbellicus.fr/612275-ww2-rebuilder-carnet-de-developpement-15;43;WW2 Rebuilder;Gestion
Ancient Egypt Fan;2022-06-16 18:58:00;Nebuchadnezzar - Mise à jour 1.4 - Casernes et compagnies;https://www.mundusbellicus.fr/612198-nebuchadnezzar-mise-a-jour-1-4-casernes-et-compagnies;113;Nebuchadnezzar;Gestion
AcidePrussique;2022-06-14 21:09:00;Europa Universalis IV - Carnet de développement du 14 Juin 2022;https://www.mundusbellicus.fr/612146-europa-universalis-iv-carnet-de-developpement-du-14-juin-2022;553;Europa Universalis IV;Grande Stratégie
Limse;2022-06-14 10:55:00;Victoria 3 - Carnet XLII : Les sécessions culturelles;https://www.mundusbellicus.fr/612136-victoria-3-carnet-xlii-les-secessions-culturelles;833;Victoria 3;Grande Stratégie
Ancient Egypt Fan;2022-06-14 00:06:00;Laysara: Summit Kingdom - Nouvelles;https://www.mundusbellicus.fr/612125-laysara-summit-kingdom-nouvelles;119;Laysara;Gestion
Sinake;2022-06-12 10:58:00;Annonce HOI4 : Nouveau DLC By Blood Alone;https://www.mundusbellicus.fr/612077-annonce-hoi4-nouveau-dlc-by-blood-alone;639;Hearts of Iron IV;Grande Stratégie
Limse;2022-06-11 17:43:00;Victoria 3 - Carnet XLI : Les révolutions;https://www.mundusbellicus.fr/612056-victoria-3-carnet-xli-les-revolutions;615;Victoria 3;Grande Stratégie
Ancient Egypt Fan;2022-06-11 12:08:00;Sumerians - Mise à jour de juin 2022;https://www.mundusbellicus.fr/612044-sumerians-mise-a-jour-de-juin-2022;50;Sumerians;Gestion
Ancient Egypt Fan;2022-06-11 11:56:00;WW2 Rebuilder - Carnet de Développement #14;https://www.mundusbellicus.fr/612042-ww2-rebuilder-carnet-de-developpement-14;56;WW2 Rebuilder;Gestion
Mouchi;2022-06-10 19:39:00;Humankind - Mise à jour Bolivar et DLC Cultures d'Amérique Latine disponibles;https://www.mundusbellicus.fr/612013-humankind-mise-à-jour-bolivar-et-dlc-cultures-d-amerique-latine-disponibles;166;Humankind;4X
CptSparke;2022-06-10 14:14:00;JDS 36 - Journal des Stratèges 36e édition - Mai 2022;https://www.mundusbellicus.fr/612006-jds-36-journal-des-stratèges-36e-édition-mai-2022;91;Diarium Strategorum;
Mouchi;2022-06-09 20:14:00;Crusader Kings 3 : Une visite Royale;https://www.mundusbellicus.fr/611992-crusader-kings-3-une-visite-royale;340;Crusader Kings 3;Grande Stratégie
Ancient Egypt Fan;2022-06-09 18:49:00;Builder Simulator - Sortie officielle;https://www.mundusbellicus.fr/611990-builder-simulator-sortie-officielle;56;Builder Simulator;Gestion
Limse;2022-06-09 13:53:00;Victoria 3 - Carnet XLVIII : L'Unification;https://www.mundusbellicus.fr/611979-victoria-3-carnet-xlviii-l-unification;1012;Victoria 3;Grande Stratégie
AcidePrussique;2022-06-07 21:27:00;Europa Universalis IV - Carnet de développement du 7 Juin 2022;https://www.mundusbellicus.fr/611939-europa-universalis-iv-carnet-de-developpement-du-7-juin-2022;545;Europa Universalis IV;Grande Stratégie
Ancient Egypt Fan;2022-06-07 17:40:00;Attack at Dawn: North Africa - Sortie officielle;https://www.mundusbellicus.fr/611997-attack-at-dawn-north-africa-sortie-officielle;71;Attack at Dawn;
Mouchi;2022-06-04 07:40:00;Crusader Kings 3 : Il est temps de décider du Destin de l'Ibérie;https://www.mundusbellicus.fr/611834-crusader-kings-3-il-est-temps-de-decider-du-destin-de-l-iberie;453;Crusader Kings 3;Grande Stratégie
AcidePrussique;2022-05-31 21:56:00;Europa Universalis IV - Carnet de développement du 31 Mai 2022;https://www.mundusbellicus.fr/611752-europa-universalis-iv-carnet-de-developpement-du-31-mai-2022;669;Europa Universalis IV;Grande Stratégie
Foeurdr;2022-05-31 14:27:00;Field of Glory : Kingdoms;https://www.mundusbellicus.fr/611734-field-of-glory-kingdoms;383;Field of Glory : Kingdoms;Stratégie Tour par Tour
Ancient Egypt Fan;2022-05-28 11:00:00;Pharaoh: A New Era - Question/Réponses Derrière l'art (Partie 2/2);https://www.mundusbellicus.fr/611645-pharaoh-a-new-era-question-reponses-derriere-l-art-partie-2-2;238;Pharaoh : A New Era;Gestion
Ancient Egypt Fan;2022-05-27 23:02:00;Viking City Builder - Carnet de Développement #11;https://www.mundusbellicus.fr/611622-viking-city-builder-carnet-de-developpement-11;128;Viking City Builder;Gestion
Ancient Egypt Fan;2022-05-27 22:44:00;Nebuchadnezzar - Mise à jour 1.4 - Murs;https://www.mundusbellicus.fr/611620-nebuchadnezzar-mise-à-jour-1-4-murs;127;Nebuchadnezzar;Gestion
Ancient Egypt Fan;2022-05-27 01:13:00;Celestial Empire - Carnet de Développement N°10;https://www.mundusbellicus.fr/611561-celestial-empire-carnet-de-developpement-n10;148;Celestial Empire;Gestion
Ancient Egypt Fan;2022-05-24 19:18:00;Laysara: Summit Kingdom - Castes sociales;https://www.mundusbellicus.fr/611456-laysara-summit-kingdom-castes-sociales;253;Laysara;Gestion
AcidePrussique;2022-05-24 18:57:00;Europa Universalis IV - Carnet de développement du 24 Mai 2022;https://www.mundusbellicus.fr/611454-europa-universalis-iv-carnet-de-developpement-du-24-mai-2022;595;Europa Universalis IV;Grande Stratégie
Mouchi;2022-05-24 17:49:00;Crusader Kings 3 : Mise à jour Château;https://www.mundusbellicus.fr/611451-crusader-kings-3-mise-à-jour-château;632;Crusader Kings 3;Grande Stratégie
Ancient Egypt Fan;2022-05-21 13:15:00;WW2 Rebuilder - Carnet de Développement #13;https://www.mundusbellicus.fr/611362-ww2-rebuilder-carnet-de-developpement-13;144;WW2 Rebuilder;Gestion
Mouchi;2022-05-21 09:34:00;Crusader Kings 3 : Présentation et processus de création d'illustrations d'événement;https://www.mundusbellicus.fr/611357-crusader-kings-3-présentation-et-processus-de-création-d-illustrations-d-evenement;317;Crusader Kings 3;Grande Stratégie
Ancient Egypt Fan;2022-05-19 21:47:00;Chinese Empire - Carnet de Développement N°4;https://www.mundusbellicus.fr/611318-chinese-empire-carnet-de-developpement-n4;129;Chinese Empire;Gestion
Foeurdr;2022-05-19 15:00:00;Field of Glory II : Medieval - Rise of the Swiss disponible;https://www.mundusbellicus.fr/611303-field-of-glory-ii-medieval-rise-of-the-swiss-disponible;145;Field of Glory II : Medieval;Stratégie Tour par Tour
Vilcoyote;2022-05-19 07:25:00;Stellaris, carnet des développeurs n°249 : Des nouveaux amis.;https://www.mundusbellicus.fr/611306-stellaris-carnet-des-developpeurs-n-249-des-nouveaux-amis;577;Stellaris;Grande Stratégie
Ancient Egypt Fan;2022-05-18 23:20:00;Chernobyl Liquidators Simulator - Carnet de développement n°57;https://www.mundusbellicus.fr/611291-chernobyl-liquidators-simulator-carnet-de-developpement-n57;61;Chernobyl Liquidators Simulator;Gestion
Ancient Egypt Fan;2022-05-18 22:36:00;Terra Nil - Mise à jour de la région polaire et prochaines étapes;https://www.mundusbellicus.fr/611287-terra-nil-mise-a-jour-de-la-region-polaire-et-prochaines-etapes;94;Terra Nil;Gestion
Ancient Egypt Fan;2022-05-18 17:05:00;Monuments Flipper - Sortie du Prologue;https://www.mundusbellicus.fr/611361-monuments-flipper-sortie-du-prologue;23;Monuments Flipper;Gestion
AcidePrussique;2022-05-17 18:22:00;Europa Universalis IV - Carnet de développement du 17 Mai 2022;https://www.mundusbellicus.fr/611254-europa-universalis-iv-carnet-de-developpement-du-17-mai-2022;530;Europa Universalis IV;Grande Stratégie
Ancient Egypt Fan;2022-05-17 01:09:00;WW2 Rebuilder - Carnet de Développement #12;https://www.mundusbellicus.fr/611228-ww2-rebuilder-carnet-de-developpement-12;61;WW2 Rebuilder;Gestion
Mouchi;2022-05-15 14:29:00;Old World : Aperçu à quelque jours de la sortie sur Steam;https://www.mundusbellicus.fr/611175-old-world-apercu-à-quelque-jours-de-la-sortie-sur-steam;414;Old World;Stratégie Tour par Tour
Ancient Egypt Fan;2022-05-14 23:59:00;Builders of Greece - Le coin de l'architecte #2 - Le moulin à bois et grenier à grains;https://www.mundusbellicus.fr/611147-builders-of-greece-le-coin-de-l-architecte-2-le-moulin-à-bois-et-grenier-à-grains;122;Builders of Greece;Gestion
Ancient Egypt Fan;2022-05-13 12:07:00;Age of Empires III : Definitive Edition - Knights of the Mediterranean - Introduction;https://www.mundusbellicus.fr/611071-age-of-empires-iii-definitive-edition-knights-of-the-mediterranean-introduction;455;Age of Empires III : Definitive Edition;STR
Vilcoyote;2022-05-12 17:15:00;"Stellaris, carnet des développeurs n°253 : Stellaris 3.4 ""Cepheus"" et Overlord, les notes de la mise à jour.";https://www.mundusbellicus.fr/611056-stellaris-carnet-des-developpeurs-n-253-stellaris-3-4-cepheus-et-overlord-les-notes-de-la-mise-a-jour;691;Stellaris;Grande Stratégie
AcidePrussique;2022-05-10 21:05:00;Europa Universalis IV - Carnet de développement du 10 Mai 2022;https://www.mundusbellicus.fr/610914-europa-universalis-iv-carnet-de-développement-du-10-mai-2022;705;Europa Universalis IV;Grande Stratégie
Mouchi;2022-05-10 20:21:00;Crusader Kings 3 : Exposition d'art 3D du Destin de l'Ibérie;https://www.mundusbellicus.fr/610905-crusader-kings-3-exposition-d-art-3d-du-destin-de-l-ibérie;462;Crusader Kings 3;Grande Stratégie
CptSparke;2022-05-10 16:33:00;JDS 35 - Diarium Strategorum, le Journal des Stratèges : Avril 2022;https://www.mundusbellicus.fr/610878-journal-des-strateges-35-avril-2022;204;Diarium Strategorum;
AcidePrussique;2022-05-04 13:03:00;Europa Universalis IV - Carnet de développement du 3 Mai 2022;https://www.mundusbellicus.fr/610647-europa-universalis-iv-carnet-de-developpement-du-3-mai-2022;1011;Europa Universalis IV;Grande Stratégie
LeFoureur;2022-05-04 09:29:00;Révolutions - France 1820 - 1880;https://www.mundusbellicus.fr/610506-révolutions-france-1820-1880;437;Révolutions;
Ancient Egypt Fan;2022-05-03 22:36:00;Kainga - Être un bâtisseur de village Roguelite;https://www.mundusbellicus.fr/610616-kainga-etre-un-batisseur-de-village-roguelite;103;Kainga;Gestion
Ancient Egypt Fan;2022-05-03 22:15:00;Kapital: Sparks of Revolution - Guide rapide de la campagne initiale;https://www.mundusbellicus.fr/610615-kapital-sparks-of-revolution-guide-rapide-de-la-campagne-initiale;125;Kapital: Sparks of Revolution;Gestion
Mouchi;2022-05-03 14:29:00;Crusader Kings 3 : Saveur de l'Ibérie;https://www.mundusbellicus.fr/610602-crusader-kings-3-saveur-de-l-ibérie;784;Crusader Kings 3;Grande Stratégie
Ancient Egypt Fan;2022-05-02 15:30:00;Project Wunderwaffe - Début du playtest;https://www.mundusbellicus.fr/610582-project-wunderwaffe-debut-du-playtest;181;Project Wunderwaffe;Gestion
Ancient Egypt Fan;2022-04-30 15:21:00;Age of Empires II : Definitive Edition - Dynasties of India - Sortie du DLC;https://www.mundusbellicus.fr/610501-age-of-empires-ii-definitive-edition-dynasties-of-india-sortie-du-dlc;162;Age of Empires II;STR
Ancient Egypt Fan;2022-04-30 14:04:00;Viking City Builder - Carnet de Développement #10;https://www.mundusbellicus.fr/610496-viking-city-builder-carnet-de-développement-10;88;Viking City Builder;Gestion
Ancient Egypt Fan;2022-04-30 13:50:00;Espresso Tycoon - Nouveaux emplacements en cours - France;https://www.mundusbellicus.fr/610495-espresso-tycoon-nouveaux-emplacements-en-cours-france;38;Espresso Tycoon;Gestion
Ancient Egypt Fan;2022-04-29 15:18:00;Romans: Age of Caesar - Sortie officielle;https://www.mundusbellicus.fr/610468-romans-age-of-caesar-sortie-officielle;411;Romans: Age of Caesar;
Ancient Egypt Fan;2022-04-29 14:59:00;Kapital: Sparks of Revolution - Sortie officielle;https://www.mundusbellicus.fr/610467-kapital-sparks-of-revolution-sortie-officielle;111;Kapital: Sparks of Revolution;Gestion
Ancient Egypt Fan;2022-04-28 12:17:00;Celestial Empire - Carnet de Développement N°9;https://www.mundusbellicus.fr/610409-celestial-empire-carnet-de-developpement-n9;53;Celestial Empire;Gestion
Vilcoyote;2022-04-28 11:06:00;Stellaris, carnet des développeurs n°248 : Les Prospecteurs.;https://www.mundusbellicus.fr/610398-stellaris-carnet-des-developpeurs-n-248-les-prospecteurs;503;Stellaris;Grande Stratégie
Ancient Egypt Fan;2022-04-27 23:52:00;Kainga - Les Inventions;https://www.mundusbellicus.fr/610405-kainga-les-inventions;53;Kainga;Gestion
Mouchi;2022-04-26 20:51:00;Crusader Kings 3 : Anatomie de la Lutte;https://www.mundusbellicus.fr/610300-crusader-kings-3-anatomie-de-la-lutte;1420;Crusader Kings 3;Grande Stratégie
AcidePrussique;2022-04-26 16:14:00;Europa Universalis IV - Carnet de développement du 26 Avril 2022;https://www.mundusbellicus.fr/610273-europa-universalis-iv-carnet-de-developpement-du-26-avril-2022;463;Europa Universalis IV;Grande Stratégie
Ancient Egypt Fan;2022-04-24 20:39:00;Espresso Tycoon - Nouveaux emplacements en cours - TOKYO;https://www.mundusbellicus.fr/610209-espresso-tycoon-nouveaux-emplacements-en-cours-tokyo;41;Espresso Tycoon;Gestion
Ancient Egypt Fan;2022-04-24 17:09:00;WW2 Rebuilder - Carnet de Développement #10;https://www.mundusbellicus.fr/610201-ww2-rebuilder-carnet-de-developpement-10;77;WW2 Rebuilder;Gestion
Mouchi;2022-04-23 09:06:00;Humankind - Sortie de la Mise à jour Vitruve;https://www.mundusbellicus.fr/610157-humankind-sortie-de-la-mise-à-jour-vitruve;251;Humankind;4X
Ancient Egypt Fan;2022-04-20 23:55:00;Sumerians - Mise à jour 0.4.2;https://www.mundusbellicus.fr/610082-sumerians-mise-a-jour-0-4-2;80;Sumerians;Gestion
Ancient Egypt Fan;2022-04-20 22:56:00;Espresso Tycoon - Nouveaux sites;https://www.mundusbellicus.fr/610079-espresso-tycoon-nouveaux-sites;62;Espresso Tycoon;Gestion
Vilcoyote;2022-04-20 00:50:00;Stellaris, carnet des développeurs n°247 : Gouverner à distance.;https://www.mundusbellicus.fr/610037-stellaris-carnet-des-developpeurs-n-247-gouverner-a-distance;628;Stellaris;Grande Stratégie
Ancient Egypt Fan;2022-04-19 22:56:00;WW2 Rebuilder - Carnet de Développement #9;https://www.mundusbellicus.fr/610033-ww2-rebuilder-carnet-de-developpement-9;86;WW2 Rebuilder;Gestion
Ancient Egypt Fan;2022-04-19 22:37:00;Roman Triumph: Survival City Builder - Bâtiments;https://www.mundusbellicus.fr/610032-roman-triumph-survival-city-builder-batiments;124;Roman Triumph;Gestion
Mouchi;2022-04-19 19:54:00;Crusader Kings 3 : Agitation dans la Péninsule;https://www.mundusbellicus.fr/610024-crusader-kings-3-agitation-dans-la-peninsule;467;Crusader Kings 3;Grande Stratégie
Ancient Egypt Fan;2022-04-14 23:56:00;Pré-commandez Age of Empires II : Definitive Edition - Dynasties of India !;https://www.mundusbellicus.fr/609906-pre-commandez-age-of-empires-ii-definitive-edition-dynasties-of-india;209;Age of Empires II;STR
CptSparke;2022-04-14 11:06:00;JDS 34 - Le Journal des Stratèges : Mars 2022;https://www.mundusbellicus.fr/609886-journal-des-strateges-34-mars-2022;139;Diarium Strategorum;
Vilcoyote;2022-04-14 00:48:00;Stellaris, carnet des développeurs n°246 : Paradox annonce, Stellaris Overlord.;https://www.mundusbellicus.fr/609873-stellaris-carnet-des-developpeurs-n-246-paradox-annonce-stellaris-overlord;681;Stellaris;Grande Stratégie
Ancient Egypt Fan;2022-04-13 22:44:00;Builders of Greece - Le coin de l'architecte #1 - La cabane du pêcheur et la noria;https://www.mundusbellicus.fr/609869-builders-of-greece-le-coin-de-l-architecte-1-la-cabane-du-pecheur-et-la-noria;148;Builders of Greece;Gestion
Vilcoyote;2022-04-12 23:57:00;Stellaris, carnet des développeurs n°245 : Le temps des troubles.;https://www.mundusbellicus.fr/609841-stellaris-carnet-des-developpeurs-n-245-le-temps-des-troubles;498;Stellaris;Grande Stratégie
AcidePrussique;2022-04-12 17:13:00;Europa Universalis IV - Carnet de développement du 12 Avril 2022;https://www.mundusbellicus.fr/609832-europa-universalis-iv-carnet-de-developpement-du-12-avril-2022;461;Europa Universalis IV;Grande Stratégie
Ancient Egypt Fan;2022-04-11 23:34:00;Robin Hood - Sherwood Builders - Carnet de Développement - Le cycle jour/nuit et le système météorologique;https://www.mundusbellicus.fr/609814-robin-hood-sherwood-builders-carnet-de-developpement-le-cycle-jour-nuit-et-le-systeme-meteorologique;81;Robin Hood - Sherwood Builders;Gestion
Vilcoyote;2022-04-09 14:24:00;Stellaris, carnets des développeurs n°242 et 243 : Les notes de la mise à jour 3.3 et l'après Libra.;https://www.mundusbellicus.fr/609711-stellaris-carnets-des-developpeurs-n-242-et-243-les-notes-de-la-mise-a-jour-3-3-et-l-apres-libra;384;Stellaris;Grande Stratégie
Mouchi;2022-04-09 13:47:00;Humankind - Mise à jour Vitruve;https://www.mundusbellicus.fr/609709-humankind-mise-à-jour-vitruve;229;Humankind;4X
Vilcoyote;2022-04-09 11:17:00;Stellaris, carnet des développeurs n°239 : L'IA version 3.3.;https://www.mundusbellicus.fr/609687-stellaris-carnet-des-développeurs-n-239-l-ia-version-3-3;283;Stellaris;Grande Stratégie
Ancient Egypt Fan;2022-04-09 00:21:00;WW2 Rebuilder - Carnet de Développement #8;https://www.mundusbellicus.fr/609689-ww2-rebuilder-carnet-de-developpement-8;128;WW2 Rebuilder;Gestion
Ancient Egypt Fan;2022-04-07 23:42:00;Kainga - Inventions et Conventions;https://www.mundusbellicus.fr/609640-kainga-inventions-et-conventions;90;Kainga;Gestion
Ancient Egypt Fan;2022-04-07 21:33:00;Monuments Flipper - Nouveau design graphique;https://www.mundusbellicus.fr/609636-monuments-flipper-nouveau-design-graphique;107;Monuments Flipper;Gestion
AcidePrussique;2022-04-07 19:51:00;Europa Universalis IV - Patch 1.33.3 - France;https://www.mundusbellicus.fr/609628-europa-universalis-iv-patch-1-33-3-france;512;Europa Universalis IV;Grande Stratégie
Limse;2022-04-04 16:44:00;Victoria 3 - Carnet XL : Les guerres de l'opium;https://www.mundusbellicus.fr/609494-victoria-3-carnet-xl-les-guerres-de-l-opium;960;Victoria 3;Grande Stratégie
Ancient Egypt Fan;2022-04-02 13:17:00;Robin Hood - Sherwood Builders - Carnet de Développement - Commerçants;https://www.mundusbellicus.fr/609419-robin-hood-sherwood-builders-carnet-de-developpement-commercants;129;Robin Hood - Sherwood Builders;Gestion
Ancient Egypt Fan;2022-03-29 21:39:00;TFC: The Fertile Crescent - Sortie accès anticipé;https://www.mundusbellicus.fr/609316-tfc-the-fertile-crescent-sortie-acces-anticipe;225;The Fertile Crescent;STR
Ancient Egypt Fan;2022-03-29 20:48:00;Viking City Builder - Carnet de Développement #9;https://www.mundusbellicus.fr/609313-viking-city-builder-carnet-de-developpement-9;118;Viking City Builder;Gestion
Ancient Egypt Fan;2022-03-28 22:04:00;BOC: Birth of Cultures - Unités & Combat;https://www.mundusbellicus.fr/609281-boc-unites-combat;192;Birth of Cultures;
Limse;2022-03-28 17:39:00;Victoria 3 - Carnet XXXIX : Les couloirs maritimes;https://www.mundusbellicus.fr/609270-victoria-3-carnet-xxxix-les-couloirs-maritimes;617;Victoria 3;Grande Stratégie
Limse;2022-03-27 12:49:00;Victoria 3 - Carnet XXXVIII : Routes commerciales et tarifs;https://www.mundusbellicus.fr/609227-victoria-3-carnet-xxxviii-routes-commerciales-et-tarifs;1114;Victoria 3;Grande Stratégie
Ancient Egypt Fan;2022-03-26 22:09:00;Espresso Tycoon - Feuille de route;https://www.mundusbellicus.fr/609209-espresso-tycoon-feuille-de-route;52;Espresso Tycoon;Gestion
Ancient Egypt Fan;2022-03-22 23:27:00;Nebuchadnezzar - Annonces de la mise à jour 1.4 et du DLC Les Aventures de Sargon;https://www.mundusbellicus.fr/609090-nebuchadnezzar-annonces-de-la-mise-a-jour-1-4-et-du-dlc-les-aventures-de-sargon;234;Nebuchadnezzar;Gestion
Ancient Egypt Fan;2022-03-22 20:20:00;Project Wunderwaffe - Bande sonnore;https://www.mundusbellicus.fr/609088-project-wunderwaffe-bande-sonnore;48;Project Wunderwaffe;Gestion
Limse;2022-03-21 17:27:00;Victoria 3 - Carnet XXXVII : L'expansion de marché;https://www.mundusbellicus.fr/609046-victoria-3-carnet-xxxvii-l-expansion-de-marche;849;Victoria 3;Grande Stratégie
Vilcoyote;2022-03-21 01:36:00;Stellaris, carnet des développeurs n°238 : Ascensions planétaires, Unité et bien d'autre chose.;https://www.mundusbellicus.fr/609025-stellaris-carnet-des-developpeurs-n-238-ascensions-planetaires-unite-et-bien-d-autre-chose;902;Stellaris;Grande Stratégie
Limse;2022-03-19 18:35:00;Victoria 3 - Carnet XXXVI : La construction;https://www.mundusbellicus.fr/608951-victoria-3-carnet-xxxvi-la-construction;561;Victoria 3;Grande Stratégie
Limse;2022-03-19 17:21:00;Victoria 3 - Carnet XXXV : Expéditions et décisions;https://www.mundusbellicus.fr/608947-victoria-3-carnet-xxxv-expeditions-et-decisions;349;Victoria 3;Grande Stratégie
Ancient Egypt Fan;2022-03-19 16:30:00;Builders of Egypt - Carnet de Développement #43;https://www.mundusbellicus.fr/608944-builders-of-egypt-carnet-de-developpement-43;132;Builders of Egypt;Gestion
Ancient Egypt Fan;2022-03-19 15:12:00;Espresso Tycoon - Carnet de développement - Garnitures de café;https://www.mundusbellicus.fr/608939-espresso-tycoon-carnet-de-developpement-garnitures-de-cafe;128;Espresso Tycoon;Gestion
Ancient Egypt Fan;2022-03-19 14:54:00;Urbek City Builder - Sortie du Prologue;https://www.mundusbellicus.fr/608938-urbek-city-builder-sortie-du-prologue;200;Urbek City Builder;Gestion
Ancient Egypt Fan;2022-03-18 12:35:00;Pharaoh: A New Era - Question/Réponses Derrière l'art (Partie 1/2);https://www.mundusbellicus.fr/608847-pharaoh-a-new-era-question-reponses-derriere-l-art-partie-1-2;174;Pharaoh : A New Era;Gestion
Ancient Egypt Fan;2022-03-17 23:25:00;Roman Triumph: Survival City Builder - Mot de Bienvenue;https://www.mundusbellicus.fr/608844-roman-triumph-survival-city-builder-mot-de-bienvenue;261;Roman Triumph;Gestion
Ancient Egypt Fan;2022-03-16 18:02:00;Sumerians - Bétail;https://www.mundusbellicus.fr/608796-sumerians-betail;79;Sumerians;Gestion
Ancient Egypt Fan;2022-03-16 00:05:00;Laysara: Summit Kingdom - Exploration des mécanismes de jeu : ressources et chaînes de production;https://www.mundusbellicus.fr/608767-laysara-summit-kingdom-exploration-des-mecanismes-de-jeu-ressources-et-chaines-de-production;190;Laysara;Gestion
Ancient Egypt Fan;2022-03-11 23:40:00;Builders of Egypt - Carnet de Développement #42;https://www.mundusbellicus.fr/608631-builders-of-egypt-carnet-de-developpement-42;152;Builders of Egypt;Gestion
Ancient Egypt Fan;2022-03-11 23:13:00;Celestial Empire - Carnet de Développement N°8;https://www.mundusbellicus.fr/608629-celestial-empire-carnet-de-developpement-n8;93;Celestial Empire;Gestion
Ancient Egypt Fan;2022-03-11 21:50:00;Chinese Empire - Carnet de Développement N°3;https://www.mundusbellicus.fr/608627-chinese-empire-carnet-de-developpement-n3;94;Chinese Empire;Gestion
Ancient Egypt Fan;2022-03-11 21:35:00;Patron - Mise à jour majeure;https://www.mundusbellicus.fr/608626-patron-mise-a-jour-majeure;100;Patron;Gestion
Mouchi;2022-03-11 18:12:00;Crusader Kings 3 : Mise à jour 1.5.1;https://www.mundusbellicus.fr/608613-crusader-kings-3-mise-à-jour-1-5-1;1186;Crusader Kings 3;Grande Stratégie
CptSparke;2022-03-09 15:37:00;JDS 33 - Le Journal des Stratèges : Février 2022;https://www.mundusbellicus.fr/608546-journal-des-strateges-33-février-2022;139;Diarium Strategorum;
Ancient Egypt Fan;2022-03-05 04:05:00;Builders of Egypt - Carnet de Développement #41;https://www.mundusbellicus.fr/608458-builders-of-egypt-carnet-de-developpement-41;126;Builders of Egypt;Gestion
Foeurdr;2022-03-03 18:49:00;Battle Cry of Freedom;https://www.mundusbellicus.fr/608407-battle-cry-of-freedom;516;Battle Cry of Freedom;
AcidePrussique;2022-03-02 14:24:00;Europa Universalis IV - Patch 1.33.2 - France;https://www.mundusbellicus.fr/608386-europa-universalis-iv-patch-1-33-2-france;1492;Europa Universalis IV;Grande Stratégie
Ancient Egypt Fan;2022-03-01 22:15:00;Pharaoh : A New Era - Remerciements;https://www.mundusbellicus.fr/608378-pharaoh-a-new-era-remerciements;102;Pharaoh : A New Era;Gestion
Ancient Egypt Fan;2022-02-27 01:35:00;Builders of Egypt - Carnet de Développement #40;https://www.mundusbellicus.fr/608333-builders-of-egypt-carnet-de-développement-40;130;Builders of Egypt;Gestion
Ancient Egypt Fan;2022-02-27 00:40:00;Builders of Greece - Carnet de Développement #2;https://www.mundusbellicus.fr/608329-builders-of-greece-carnet-de-developpement-2;142;Builders of Greece;Gestion
Ancient Egypt Fan;2022-02-26 23:50:00;WW2 Rebuilder - Carnet de Développement #6;https://www.mundusbellicus.fr/608328-ww2-rebuilder-carnet-de-developpement-6;210;WW2 Rebuilder;Gestion
Ancient Egypt Fan;2022-02-26 23:07:00;"Kainga - Sortie de la mise à jour ""Commerce et voyage""";https://www.mundusbellicus.fr/608326-kainga-sortie-de-la-mise-a-jour-commerce-et-voyage;111;Kainga;Gestion
Ancient Egypt Fan;2022-02-26 13:18:00;Viking City Builder - Carnet de Développement #8;https://www.mundusbellicus.fr/608317-viking-city-builder-carnet-de-developpement-8;115;Viking City Builder;Gestion
Limse;2022-02-22 10:34:00;Victoria 3 - Carnet XXXIV : Canaux et monuments;https://www.mundusbellicus.fr/608221-victoria-3-carnet-xxxiv-canaux-et-monuments;1122;Victoria 3;Grande Stratégie
Ancient Egypt Fan;2022-02-22 01:47:00;Celestial Empire - Sortie de la Démo;https://www.mundusbellicus.fr/608213-celestial-empire-sortie-de-la-demo;72;Celestial Empire;Gestion
Ancient Egypt Fan;2022-02-22 01:22:00;Chinese Empire - Carnet de Développement N°2;https://www.mundusbellicus.fr/608211-chinese-empire-carnet-de-developpement-n2;110;Chinese Empire;Gestion
Ancient Egypt Fan;2022-02-22 01:06:00;Pharaoh : A New Era - Sortie de la démo;https://www.mundusbellicus.fr/608210-pharaoh-a-new-era-sortie-de-la-demo;525;Pharaoh : A New Era;Gestion
Ancient Egypt Fan;2022-02-21 22:27:00;Builder Simulator - Tutoriel de développement Livestream #1 - Builder Simulator - Nouvelle démo;https://www.mundusbellicus.fr/608207-builder-simulator-tutoriel-de-developpement-livestream-1-builder-simulator-nouvelle-demo;87;Builder Simulator;Gestion
