author;date;title;url;views;game;game_type
Ancient Egypt Fan;2022-10-12 21:19:00;Builders of Greece - Annonce du prologue;https://www.mundusbellicus.fr/618128-builders-of-greece-annonce-du-prologue;65;Builders of Greece;Gestion
Ancient Egypt Fan;2022-10-12 20:46:00;Project Wunderwaffe - Sortie officielle;https://www.mundusbellicus.fr/618126-project-wunderwaffe-sortie-officielle;93;Project Wunderwaffe;Gestion
Limse;2022-10-12 19:27:00;Victoria 3 : Carnet XLVII - Conversions et assimilations ;https://www.mundusbellicus.fr/618122-victoria-3-carnet-xlvii-conversions-et-assimilations ;440;Victoria 3;Grande Stratégie
Limse;2022-10-11 21:25:00;Victoria 3 : Carnets XLV & XLVI - De la politque et des élections;https://www.mundusbellicus.fr/618067-victoria-3-carnets-xlv-xlvi-de-la-politque-et-des-elections;305;Victoria 3;Grande Stratégie
Sinake;2022-10-07 22:25:00;Hearts of Iron IV: By Blood Alone est disponible!;https://www.mundusbellicus.fr/617754-hearts-of-iron-iv-by-blood-alone-est-disponible;273;Hearts of Iron IV;Grande Stratégie
Ancient Egypt Fan;2022-10-07 12:35:00;Pharaoh: A New Era - Nouvelles octobre 2022;https://www.mundusbellicus.fr/617736-pharaoh-a-new-era-nouvelles-octobre-2022;277;Pharaoh : A New Era;Gestion
Vilcoyote;2022-10-06 21:09:00;HOI4 By Blood Alone : Les conférences de paix.;https://www.mundusbellicus.fr/617782-hoi4-by-blood-alone-les-conférences-de-paix;157;Hearts of Iron IV;Grande Stratégie
Ancient Egypt Fan;2022-10-04 22:38:00;Sumerians - Mise à jour d'octobre 2022;https://www.mundusbellicus.fr/617581-sumerians-mise-a-jour-d-octobre-2022;59;Sumerians;Gestion
Ancient Egypt Fan;2022-10-04 22:09:00;WW2 Rebuilder - Annonce sortie accès anticipé et feuille de route;https://www.mundusbellicus.fr/617579-ww2-rebuilder-annonce-sortie-acces-anticipe-et-feuille-de-route;37;WW2 Rebuilder;Gestion
Mouchi;2022-10-04 21:02:00;Crusader Kings 3 : Plan pour le Futur;https://www.mundusbellicus.fr/617576-crusader-kings-3-plan-pour-le-futur;375;Crusader Kings 3;Grande Stratégie
Vilcoyote;2022-10-02 23:29:00;Stellaris, carnet des développeurs n°267 : Paradox annonce : Stellaris Toxicoïd et sa mise à jour Fornax.;https://www.mundusbellicus.fr/617421-stellaris-carnet-des-developpeurs-n-267-paradox-annonce-stellaris-toxoid-et-sa-mise-a-jour-fornax;345;Stellaris;Grande Stratégie
Ancient Egypt Fan;2022-10-01 15:23:00;Stadium Renovator - Carnet de Développement #23;https://www.mundusbellicus.fr/617359-stadium-renovator-carnet-de-développement-23;28;Stadium Renovator;Gestion
Ancient Egypt Fan;2022-09-30 16:56:00;Aquatico - Sortie de la démo;https://www.mundusbellicus.fr/617301-aquatico-sortie-de-la-demo;107;Aquatico;Gestion
Ancient Egypt Fan;2022-09-30 12:59:00;House Flipper 2 - Bienvenue dans la nouvelle ère du flipping !;https://www.mundusbellicus.fr/617325-house-flipper-2;73;House Flipper;Gestion
Ancient Egypt Fan;2022-09-30 12:33:00;Viking City Builder - Carnet de Développement #15;https://www.mundusbellicus.fr/617322-viking-city-builder-carnet-de-developpement-15;37;Viking City Builder;Gestion
Ancient Egypt Fan;2022-09-29 23:58:00;Builders of Greece - Annonce de la feuille de route;https://www.mundusbellicus.fr/617267-builders-of-greece-annonce-de-la-feuille-de-route;65;Builders of Greece;Gestion
Ancient Egypt Fan;2022-09-28 23:07:00;Nebuchadnezzar - Mise à jour 1.4 - Casernes pour chars d'assaut;https://www.mundusbellicus.fr/617204-nebuchadnezzar-mise-à-jour-1-4-casernes-pour-chars-d-assaut;74;Nebuchadnezzar;Gestion
Foeurdr;2022-09-27 21:38:00;0 A.D. Empires Ascendant : Nouvelle Alpha;https://www.mundusbellicus.fr/617167-0-a-d-empires-ascendant-nouvelle-alpha;199;0 A.D.;
Mouchi;2022-09-25 13:45:00;Humankind - Extension Together We Rule;https://www.mundusbellicus.fr/617059-humankind-extension-together-we-rule;228;Humankind;4X
AcidePrussique;2022-09-25 12:30:00;Europa Universalis IV - Patch 1.34.3 - Suède;https://www.mundusbellicus.fr/617057-europa-universalis-iv-patch-1-34-3-suede;372;Europa Universalis IV;Grande Stratégie
Ancient Egypt Fan;2022-09-23 20:49:00;Land of the Vikings - Carnet de développement 1 & 2;https://www.mundusbellicus.fr/617013-land-of-the-vikings-carnet-de-developpement-1-2;107;Land of the Vikings;Gestion
CptSparke;2022-09-23 09:03:00;JDS 39 - Le Journal des Stratèges : août 2022;https://www.mundusbellicus.fr/616985-jds-39-le-journal-des-stratèges-août-2022;51;Diarium Strategorum;
Mouchi;2022-09-21 12:09:00;Crusader Kings 3 : Calendrier des carnets de développement et activités communautaires;https://www.mundusbellicus.fr/616910-crusader-kings-3-calendrier-des-carnets-de-développement-et-activites-communautaires;260;Crusader Kings 3;Grande Stratégie
Ancient Egypt Fan;2022-09-20 19:37:00;Builders of Greece - Le coin de l'architecte #5 - Les maisons des roturiers;https://www.mundusbellicus.fr/616853-builders-of-greece-le-coin-de-l-architecte-5-les-maisons-des-roturiers;80;Builders of Greece;Gestion
CptSparke;2022-09-08 14:50:00;JDS 38 - Le Journal des Stratèges : juillet 2022;https://www.mundusbellicus.fr/616328-jds-38-le-journal-des-stratèges-juillet-2022;151;Diarium Strategorum;
Foeurdr;2022-09-08 04:41:00;Field of Glory II : Medieval - Sublime porte;https://www.mundusbellicus.fr/616315-field-of-glory-ii-medieval-sublime-porte;223;Field of Glory II : Medieval;Stratégie Tour par Tour
Mouchi;2022-09-06 20:26:00;Crusader Kings 3 : Une Poignée de Friends & Foes;https://www.mundusbellicus.fr/616287-crusader-kings-3-une-poignée-de-friends-foes;1126;Crusader Kings 3;Grande Stratégie
AcidePrussique;2022-09-06 16:01:00;Europa Universalis IV - Version 1.34 Suède - Notes de mise à jour;https://www.mundusbellicus.fr/616279-europa-universalis-iv-version-1-34-suede-notes-de-mise-a-jour;1048;Europa Universalis IV;Grande Stratégie
Limse;2022-09-04 19:04:00;Victoria 3 - Carnet LVII : Le chemin parcouru;https://www.mundusbellicus.fr/616222-victoria-3-carnet-lvii-le-chemin-parcouru;663;Victoria 3;Grande Stratégie
Ancient Egypt Fan;2022-08-31 16:19:00;Builders of Greece - Carnet de développement #5;https://www.mundusbellicus.fr/615938-builders-of-greece-carnet-de-developpement-5;146;Builders of Greece;Gestion
Limse;2022-08-31 13:32:00;Victoria 3 - Date de sortie et précommandes;https://www.mundusbellicus.fr/615918-victoria-3-date-sortie-et-precommandes;942;Victoria 3;Grande Stratégie
Mouchi;2022-08-31 10:18:00;Crusader Kings 3 : Mise à jour 1.7 Bastion;https://www.mundusbellicus.fr/615911-crusader-kings-3-mise-à-jour-1-7-bastion;425;Crusader Kings 3;Grande Stratégie
AcidePrussique;2022-08-25 20:58:00;Europa Universalis IV - Lions of the North - Sortie le 13 Septembre 2022;https://www.mundusbellicus.fr/615646-europa-universalis-iv-lions-of-the-north-sortie-le-13-septembre-2022;890;Europa Universalis IV;Grande Stratégie
Mouchi;2022-08-25 17:04:00;Crusader Kings 3 : IA IA IA;https://www.mundusbellicus.fr/615640-crusader-kings-3-ia-ia-ia;403;Crusader Kings 3;Grande Stratégie
Ancient Egypt Fan;2022-08-24 22:47:00;Celestial Empire - Carnet de Développement N°13;https://www.mundusbellicus.fr/615592-celestial-empire-carnet-de-developpement-n13;57;Celestial Empire;Gestion
Mouchi;2022-08-24 17:21:00;Humankind - Un an et la suite;https://www.mundusbellicus.fr/615575-humankind-un-an-et-la-suite;165;Humankind;4X
Vilcoyote;2022-08-22 23:45:00;Stellaris, carnet des développeurs n°260 & 261 : Culture d'été et nouveaux challenges.;https://www.mundusbellicus.fr/615494-stellaris-carnet-des-developpeurs-n-260-261-culture-d-ete-et-nouveaux-challenges;396;Stellaris;Grande Stratégie
Ancient Egypt Fan;2022-08-12 14:28:00;Builders of Greece - Le coin de l'architecte #4 - Entrepôt et carrière d'argile;https://www.mundusbellicus.fr/614941-builders-of-greece-le-coin-de-l-architecte-4-entrepot-et-carriere-d-argile;164;Builders of Greece;Gestion
Ancient Egypt Fan;2022-08-12 14:15:00;Nebuchadnezzar - Mise à jour 1.4 - Batailles;https://www.mundusbellicus.fr/614939-nebuchadnezzar-mise-a-jour-1-4-batailles;170;Nebuchadnezzar;Gestion
AcidePrussique;2022-08-09 22:27:00;Europa Universalis IV - Carnet de développement du 9 Août 2022;https://www.mundusbellicus.fr/614776-europa-universalis-iv-carnet-de-developpement-du-9-aout-2022;606;Europa Universalis IV;Grande Stratégie
AcidePrussique;2022-08-08 11:05:00;Europa Universalis IV - Carnet de développement du 2 Août 2022;https://www.mundusbellicus.fr/614669-europa-universalis-iv-carnet-de-developpement-du-2-aout-2022;377;Europa Universalis IV;Grande Stratégie
Ancient Egypt Fan;2022-08-04 22:18:00;Project Wunderwaffe - Sortie du prologue;https://www.mundusbellicus.fr/614538-project-wunderwaffe-sortie-du-prologue;243;Project Wunderwaffe;Gestion
Ancient Egypt Fan;2022-07-30 16:27:00;Viking City Builder - Carnet de Développement #13;https://www.mundusbellicus.fr/614385-viking-city-builder-carnet-de-développement-13;92;Viking City Builder;Gestion
Ancient Egypt Fan;2022-07-30 15:22:00;WW2 Rebuilder - Annonce Sortie du jeu;https://www.mundusbellicus.fr/614384-ww2-rebuilder-annonce-sortie-du-jeu;97;WW2 Rebuilder;Gestion
Sinake;2022-07-29 16:58:00;HOI4 By Blood Alone: Une Italie non fasciste?;https://www.mundusbellicus.fr/614357-hoi4-by-blood-alone-une-italie-non-fasciste;599;Hearts of Iron IV;Grande Stratégie
Ancient Egypt Fan;2022-07-28 23:44:00;Celestial Empire - Carnet de Développement N°12;https://www.mundusbellicus.fr/614339-celestial-empire-carnet-de-developpement-n12;82;Celestial Empire;Gestion
Ancient Egypt Fan;2022-07-27 17:15:00;WW2 Rebuilder: Germany Prologue - Sortie du prologue;https://www.mundusbellicus.fr/614248-ww2-rebuilder-germany-prologue-sortie-du-prologue;72;WW2 Rebuilder;Gestion
Vilcoyote;2022-07-26 23:27:00;Stellaris, carnet des développeurs n°259 : Sa place est dans un musée.;https://www.mundusbellicus.fr/614182-stellaris-carnet-des-développeurs-n-259-sa-place-est-dans-un-musee;384;Stellaris;Grande Stratégie
AcidePrussique;2022-07-26 21:59:00;Europa Universalis IV - Carnet de développement du 26 Juillet 2022;https://www.mundusbellicus.fr/614176-europa-universalis-iv-carnet-de-developpement-du-26-juillet-2022;704;Europa Universalis IV;Grande Stratégie
Ancient Egypt Fan;2022-07-23 21:19:00;Builders of Greece - Carnet de développement #4 - Commerce;https://www.mundusbellicus.fr/613945-builders-of-greece-carnet-de-developpement-4-commerce;141;Builders of Greece;Gestion
Ancient Egypt Fan;2022-07-23 20:58:00;Sumerians - Mise à jour de juillet 2022;https://www.mundusbellicus.fr/613943-sumerians-mise-a-jour-de-juillet-2022;71;Sumerians;Gestion
Sinake;2022-07-23 17:29:00;HOI4 By Blood Alone: Les options non-historiques italiennes;https://www.mundusbellicus.fr/613921-hoi4-by-blood-alone-les-options-non-historiques-italiennes;405;Hearts of Iron IV;Grande Stratégie
Ancient Egypt Fan;2022-07-20 00:01:00;Going Medieval - Récapitulation de la première année de Going Medieval;https://www.mundusbellicus.fr/613713-going-medieval-recapitulation-de-la-premiere-annee-de-going-medieval;257;Going Medieval;Gestion
AcidePrussique;2022-07-19 20:01:00;Europa Universalis IV - Carnet de développement du 19 Juillet 2022;https://www.mundusbellicus.fr/613705-europa-universalis-iv-carnet-de-developpement-du-19-juillet-2022;467;Europa Universalis IV;Grande Stratégie
Ancient Egypt Fan;2022-07-14 18:59:00;Urbek City Builder - Sortie officielle;https://www.mundusbellicus.fr/613599-urbek-city-builder-sortie-officielle;227;Urbek City Builder;Gestion
AcidePrussique;2022-07-12 21:06:00;Europa Universalis IV - Carnet de développement du 12 Juillet 2022;https://www.mundusbellicus.fr/613525-europa-universalis-iv-carnet-de-developpement-du-12-juillet-2022;488;Europa Universalis IV;Grande Stratégie
CptSparke;2022-07-09 09:29:00;JDS 37 - Le Journal des Stratèges : juin 2022;https://www.mundusbellicus.fr/613278-jds-37-le-journal-des-stratèges-juin-2022;182;Diarium Strategorum;
Sinake;2022-07-08 22:25:00;HOI4 By Blood Alone: suite et fin de la politique italienne;https://www.mundusbellicus.fr/613261-hoi4-by-blood-alone-suite-et-fin-de-la-politique-italienne;431;Hearts of Iron IV;Grande Stratégie
Ancient Egypt Fan;2022-07-08 17:06:00;Builders of Greece - Le coin de l'architecte #3 - Pavillon de chasse et presse à olives;https://www.mundusbellicus.fr/613249-builders-of-greece-le-coin-de-l-architecte-3-pavillon-de-chasse-et-presse-à-olives;137;Builders of Greece;Gestion
AcidePrussique;2022-07-05 21:48:00;Europa Universalis IV - Carnet de développement du 5 Juillet 2022;https://www.mundusbellicus.fr/613046-europa-universalis-iv-carnet-de-developpement-du-5-juillet-2022;562;Europa Universalis IV;Grande Stratégie
Ancient Egypt Fan;2022-07-03 11:05:00;Viking City Builder - Carnet de Développement #12;https://www.mundusbellicus.fr/612923-viking-city-builder-carnet-de-developpement-12;111;Viking City Builder;Gestion
Ancient Egypt Fan;2022-07-02 14:16:00;WW2 Rebuilder - Carnet de Développement #17;https://www.mundusbellicus.fr/612896-ww2-rebuilder-carnet-de-developpement-17;85;WW2 Rebuilder;Gestion
Sinake;2022-07-01 19:57:00;HOI4 By Blood Alone: La politique italienne;https://www.mundusbellicus.fr/612872-hoi4-by-blood-alone-la-politique-italienne;503;Hearts of Iron IV;Grande Stratégie
AcidePrussique;2022-06-28 22:27:00;Europa Universalis IV - Carnet de développement du 28 Juin 2022;https://www.mundusbellicus.fr/612785-europa-universalis-iv-carnet-de-developpement-du-28-juin-2022;676;Europa Universalis IV;Grande Stratégie
Limse;2022-06-27 15:50:00;Victoria 3 - Carnet XLIV : Les batailles;https://www.mundusbellicus.fr/612718-victoria-3-carnet-xliv-les-batailles;859;Victoria 3;Grande Stratégie
Limse;2022-06-27 15:28:00;Victoria 3 - Carnet XLIII : La guerre de Sécession;https://www.mundusbellicus.fr/612716-victoria-3-carnet-xliii-la-guerre-de-secession;423;Victoria 3;Grande Stratégie
Ancient Egypt Fan;2022-06-25 23:14:00;WW2 Rebuilder - Carnet de Développement #16;https://www.mundusbellicus.fr/612640-ww2-rebuilder-carnet-de-developpement-16;68;WW2 Rebuilder;Gestion
Ancient Egypt Fan;2022-06-25 22:40:00;Celestial Empire - Carnet de Développement N°11;https://www.mundusbellicus.fr/612638-celestial-empire-carnet-de-developpement-n11;63;Celestial Empire;Gestion
Sinake;2022-06-24 22:42:00;HOI4 By Blood Alone: L'armée italienne;https://www.mundusbellicus.fr/612608-hoi4-by-blood-alone-l-armee-italienne;451;Hearts of Iron IV;Grande Stratégie
Mouchi;2022-06-24 19:44:00;Fields of History: The Great War - Espionnage;https://www.mundusbellicus.fr/612603-fields-of-history-the-great-war-espionnage;118;Fields of History: The Great War;Grande Stratégie
Sinake;2022-06-22 18:49:00;HOI4 : By Blood Alone - Carnet de développement #2 L'Italie (suite);https://www.mundusbellicus.fr/612509-hoi4-by-blood-alone-carnet-de-developpement-2-l-italie-suite;421;Hearts of Iron IV;Grande Stratégie
Ancient Egypt Fan;2022-06-22 15:53:00;Viking City Builder - Nouvelles;https://www.mundusbellicus.fr/612506-viking-city-builder-nouvelles;74;Viking City Builder;Gestion
Vilcoyote;2022-06-21 23:48:00;Stellaris, carnet des développeurs n°257 & 258 : Devoirs de vacances.;https://www.mundusbellicus.fr/612452-stellaris-carnet-des-developpeurs-n-257-258-devoir-de-vacances;246;Stellaris;Grande Stratégie
Ancient Egypt Fan;2022-06-21 22:08:00;TFC: The Fertile Crescent - Feuille de route de l'accès anticipé;https://www.mundusbellicus.fr/612451-tfc-the-fertile-crescent-feuille-de-route-de-l-acces-anticipe;92;The Fertile Crescent;STR
AcidePrussique;2022-06-21 22:07:00;Europa Universalis IV - Carnet de développement du 21 Juin 2022;https://www.mundusbellicus.fr/612450-europa-universalis-iv-carnet-de-développement-du-21-juin-2022;460;Europa Universalis IV;Grande Stratégie
